report_date,customer_id,employee_index,country_residence,gender,age,contract_start_date,new_customer_index,seniority_months,primary_customer_status,customer_type_start_month,customer_relation_type,residence_index,foreigner_index,join_channel,deceased_index,province_name,gross_income,customer_segment,fixed_deposits,loan,credit_card_debit_card,account
2015-01-28,1052390,N,ES,V, 22,2012-08-17,0.0,     35,1.0,1.0,I,S,N,KHD,N,TOLEDO,88812.33,03 - UNIVERSITARIO,0,0,0,1
2015-01-28,1052357,N,ES,H, 22,2012-08-17,0.0,     35,1.0,1.0,I,S,N,KHE,N,ALICANTE,27652.35,03 - UNIVERSITARIO,0,0,0,1
2015-01-28,1052389,N,ES,V, 26,2012-08-17,0.0,     35,1.0,1.0,I,S,N,KHE,N,ALICANTE,23758.41,03 - UNIVERSITARIO,0,0,0,1
2015-01-28,1052387,N,ES,V, 22,2012-08-17,0.0,     35,1.0,1.0,I,S,N,KHD,N,VALLADOLID,,03 - UNIVERSITARIO,0,0,0,1
2015-01-28,1052359,N,ES,H, 22,2012-08-17,0.0,     35,1.0,1.0,I,S,N,KHD,N,BARCELONA,137502.57,03 - UNIVERSITARIO,0,0,0,1
2015-01-28,1052361,N,ES,V, 22,2012-08-17,0.0,     35,1.0,1.0,I,S,N,KHE,N,ALICANTE,23338.44,03 - UNIVERSITARIO,0,0,0,1
2015-01-28,1052362,N,ES,V, 22,2012-08-17,0.0,     35,1.0,1.0,A,S,N,KHD,N,BARCELONA,878790.72,03 - UNIVERSITARIO,0,0,0,1
2015-01-28,1052366,N,ES,H, 22,2012-08-17,0.0,     35,1.0,1.0,I,S,N,KHD,N,VALLADOLID,52210.68000000001,03 - UNIVERSITARIO,0,0,0,1
2015-01-28,1052368,N,ES,H, 23,2012-08-17,0.0,     35,1.0,1.0,I,S,N,KHE,N,ALICANTE,,03 - UNIVERSITARIO,0,0,0,1
2015-01-28,1052369,N,ES,H, 22,2012-08-17,0.0,     35,1.0,1.0,I,S,N,KHD,N,CORDOBA,44550.54,03 - UNIVERSITARIO,0,0,0,1
2015-01-28,1052371,N,ES,V, 22,2012-08-17,0.0,     35,1.0,1.0,I,S,N,KHD,N,MADRID,174863.79,03 - UNIVERSITARIO,0,0,0,1
2015-01-28,1052373,N,ES,V, 22,2012-08-17,0.0,     35,1.0,1.0,I,S,N,KHD,N,BARCELONA,68911.68000000001,03 - UNIVERSITARIO,0,0,0,1
2015-01-28,1052375,N,ES,V, 22,2012-08-17,0.0,     35,1.0,1.0,I,S,N,KHD,N,MADRID,246758.25,03 - UNIVERSITARIO,0,0,0,1
2015-01-28,1052377,N,ES,V, 22,2012-08-17,0.0,     35,1.0,1.0,I,S,N,KHD,N,CORDOBA,33487.89,03 - UNIVERSITARIO,0,0,0,1
2015-01-28,1052379,N,ES,V, 22,2012-08-17,0.0,     35,1.0,1.0,I,S,N,KHD,N,CIUDAD REAL,66303.69,03 - UNIVERSITARIO,0,0,0,1
2015-01-28,1052381,N,ES,V, 45,2012-08-17,0.0,     35,1.0,1.0,I,S,N,KHE,N,ALICANTE,52128.81,02 - PARTICULARES,0,0,0,1
2015-01-28,1052382,N,ES,H, 22,2012-08-17,0.0,     35,1.0,1.0,I,S,N,KHD,N,BARCELONA,353866.23,03 - UNIVERSITARIO,0,0,0,1
2015-01-28,1052384,N,ES,H, 22,2012-08-17,0.0,     35,1.0,1.0,A,S,N,KHD,N,CACERES,70410.15,03 - UNIVERSITARIO,0,0,0,1
2015-01-28,1052386,N,ES,H, 22,2012-08-17,0.0,     35,1.0,1.0,I,S,N,KHD,N,SEVILLA,,03 - UNIVERSITARIO,0,0,0,1
2015-01-28,1052388,N,ES,H, 22,2012-08-17,0.0,     35,1.0,1.0,I,S,N,KHE,N,ALICANTE,77928.9,03 - UNIVERSITARIO,0,0,0,1
2015-01-28,1052237,N,ES,H, 22,2012-08-16,0.0,     35,1.0,1.0,A,S,N,KHD,N,MALAGA,110311.32,03 - UNIVERSITARIO,0,0,0,1
2015-01-28,1052233,N,ES,H, 41,2012-08-16,0.0,     35,1.0,1.0,I,S,N,KFC,N,VALENCIA,132566.94,02 - PARTICULARES,0,0,0,1
2015-01-28,1052231,N,ES,V, 42,2012-08-16,0.0,     35,1.0,1.0,A,S,N,KAT,N,TOLEDO,64265.52,02 - PARTICULARES,0,0,0,1
2015-01-28,1052099,N,ES,V, 36,2012-08-16,0.0,     35,1.0,1.0,A,S,N,KFC,N,MADRID,92330.04,02 - PARTICULARES,0,0,1,1
2015-01-28,1052102,N,ES,H, 30,2012-08-16,0.0,     35,1.0,1.0,A,S,N,KAT,N,MADRID,243343.77,03 - UNIVERSITARIO,1,0,0,1
2015-01-28,1052103,N,ES,V, 38,2012-08-16,0.0,     35,1.0,1.0,A,S,N,KAT,N,BARCELONA,195421.38,02 - PARTICULARES,0,0,1,1
2015-01-28,1052109,N,ES,V, 67,2012-08-16,0.0,     35,1.0,1.0,A,S,N,KFC,N,MADRID,75415.83,02 - PARTICULARES,0,0,1,1
2015-01-28,1052110,N,ES,V, 65,2012-08-16,0.0,     35,1.0,1.0,I,S,N,KFC,N,VALLADOLID,61573.29,02 - PARTICULARES,0,0,0,1
2015-01-28,1052112,N,ES,V, 63,2012-08-16,0.0,     35,1.0,1.0,I,S,N,KFC,N,ALICANTE,62038.35000000001,02 - PARTICULARES,0,0,0,1
2015-01-28,1052114,N,ES,H, 31,2012-08-16,0.0,     35,1.0,1.0,A,S,N,KFC,N,BIZKAIA,,03 - UNIVERSITARIO,0,0,1,1
2015-01-28,1052121,N,ES,H, 60,2012-08-16,0.0,     35,1.0,1.0,A,S,N,KAT,N,MADRID,219577.5,01 - TOP,1,0,0,1
2015-01-28,1052124,N,ES,V, 32,2012-08-16,0.0,     35,1.0,1.0,A,S,N,KFC,N,MADRID,,02 - PARTICULARES,0,0,0,1
2015-01-28,1052128,N,ES,V, 50,2012-08-16,0.0,     35,1.0,1.0,A,S,N,KAT,N,JAEN,67037.81999999999,02 - PARTICULARES,0,0,0,1
2015-01-28,1052132,N,ES,H, 32,2012-08-16,0.0,     35,1.0,1.0,A,S,N,KFC,N,MADRID,147808.95,02 - PARTICULARES,0,0,1,1
2015-01-28,1052133,N,ES,H, 37,2012-08-16,0.0,     35,1.0,1.0,A,S,N,KFC,N,PONTEVEDRA,111704.43,02 - PARTICULARES,0,0,0,1
2015-01-28,1052135,N,ES,V, 36,2012-08-16,0.0,     35,1.0,1.0,A,S,N,KFC,N,MADRID,162661.95,02 - PARTICULARES,0,0,0,1
2015-01-28,1052143,N,ES,H, 39,2012-08-16,0.0,     35,1.0,1.0,A,S,N,KFC,N,MALAGA,56475.78,02 - PARTICULARES,0,0,0,1
2015-01-28,1052149,N,ES,V, 60,2012-08-16,0.0,     35,1.0,1.0,I,S,N,KFC,N,CADIZ,46179.63,02 - PARTICULARES,0,0,0,1
2015-01-28,1052098,N,ES,H, 22,2012-08-16,0.0,     35,1.0,1.0,A,S,N,KHE,N,ZARAGOZA,73378.62,03 - UNIVERSITARIO,0,0,0,1
2015-01-28,1052152,N,ES,V, 58,2012-08-16,0.0,     35,1.0,1.0,A,S,N,KFC,N,TOLEDO,70959.06,02 - PARTICULARES,0,0,0,1
2015-01-28,1052093,N,ES,H, 22,2012-08-16,0.0,     35,1.0,1.0,A,S,N,KHE,N,BARCELONA,210968.52,03 - UNIVERSITARIO,0,0,0,1
2015-01-28,1052090,N,ES,H, 22,2012-08-16,0.0,     35,1.0,1.0,A,S,N,KHE,N,NAVARRA,,03 - UNIVERSITARIO,0,0,0,1
2015-01-28,1052027,N,ES,V, 22,2012-08-16,0.0,     35,1.0,1.0,A,S,N,KHD,N,CACERES,,03 - UNIVERSITARIO,0,0,0,1
2015-01-28,1052031,N,ES,V, 22,2012-08-16,0.0,     35,1.0,1.0,A,S,N,KHD,N,TOLEDO,,03 - UNIVERSITARIO,0,0,0,1
2015-01-28,1052032,N,ES,H, 22,2012-08-16,0.0,     35,1.0,1.0,A,S,N,KHD,N,ASTURIAS,68980.20000000001,03 - UNIVERSITARIO,0,0,0,1
2015-01-28,1052036,N,ES,H, 22,2012-08-16,0.0,     35,1.0,1.0,A,S,N,KHD,N,SEGOVIA,106182.75,03 - UNIVERSITARIO,0,0,0,1
2015-01-28,1052040,N,ES,H, 22,2012-08-16,0.0,     35,1.0,1.0,A,S,N,KHD,N,TOLEDO,,03 - UNIVERSITARIO,0,0,0,1
2015-01-28,1052042,N,ES,H, 22,2012-08-16,0.0,     35,1.0,1.0,I,S,N,KHD,N,AVILA,54419.49000000001,03 - UNIVERSITARIO,0,0,0,1
2015-01-28,1052044,N,ES,V, 22,2012-08-16,0.0,     35,1.0,1.0,I,S,N,KHD,N,TOLEDO,91481.19,03 - UNIVERSITARIO,0,0,0,1
2015-01-28,1052048,N,ES,H, 22,2012-08-16,0.0,     35,1.0,1.0,A,S,N,KHD,N,ZARAGOZA,116003.88,03 - UNIVERSITARIO,0,0,0,1
2015-01-28,1052052,N,ES,V, 22,2012-08-16,0.0,     35,1.0,1.0,I,S,N,KHD,N,CASTELLON,57338.28,03 - UNIVERSITARIO,0,0,0,1
2015-01-28,1052068,N,ES,V, 22,2012-08-16,0.0,     35,1.0,1.0,I,S,N,KHD,N,TOLEDO,157158.27,03 - UNIVERSITARIO,0,0,0,1
2015-01-28,1052070,N,ES,V, 22,2012-08-16,0.0,     35,1.0,1.0,A,S,N,KHD,N,TOLEDO,30832.92,03 - UNIVERSITARIO,0,0,0,1
2015-01-28,1052071,N,ES,V, 22,2012-08-16,0.0,     35,1.0,1.0,A,S,N,KHD,N,MALAGA,111695.4,03 - UNIVERSITARIO,0,0,0,1
2015-01-28,1052075,N,ES,H, 29,2012-08-16,0.0,     35,1.0,1.0,I,S,N,KFA,N,JAEN,84435.51,03 - UNIVERSITARIO,0,0,0,1
2015-01-28,1052083,N,ES,H, 22,2012-08-16,0.0,     35,1.0,1.0,A,S,N,KHE,N,HUELVA,,03 - UNIVERSITARIO,0,0,1,1
2015-01-28,1052084,N,ES,V, 29,2012-08-16,0.0,     35,1.0,1.0,A,S,N,KFA,N,MADRID,220794.72000000003,03 - UNIVERSITARIO,0,0,0,1
2015-01-28,1052091,N,ES,V, 22,2012-08-16,0.0,     35,1.0,1.0,A,S,N,KHE,N,VALLADOLID,72146.70000000001,03 - UNIVERSITARIO,0,0,1,1
2015-01-28,1052153,N,ES,V, 48,2012-08-16,0.0,     35,1.0,1.0,I,S,N,KFC,N,HUELVA,69208.38,02 - PARTICULARES,0,0,0,1
2015-01-28,1052154,N,ES,V, 36,2012-08-16,0.0,     35,1.0,1.0,A,S,N,KFC,N,MADRID,82229.28,02 - PARTICULARES,0,0,0,1
2015-01-28,1052155,N,ES,H, 50,2012-08-16,0.0,     35,1.0,1.0,I,S,N,KFC,N,BARCELONA,181600.98,02 - PARTICULARES,0,0,0,1
2015-01-28,1052197,N,ES,V, 24,2012-08-16,0.0,     35,1.0,1.0,A,S,N,KFC,N,MADRID,,02 - PARTICULARES,0,0,0,1
2015-01-28,1052200,N,ES,V, 23,2012-08-16,0.0,     35,1.0,1.0,A,S,N,KAT,N,"BALEARS, ILLES",,03 - UNIVERSITARIO,0,0,0,1
2015-01-28,1052203,N,ES,V, 48,2012-08-16,0.0,     35,1.0,1.0,A,S,S,KAT,N,MADRID,,02 - PARTICULARES,0,0,0,1
2015-01-28,1052207,N,ES,V, 38,2012-08-16,0.0,     35,1.0,1.0,A,S,N,KFC,N,VALENCIA,32703.870000000006,02 - PARTICULARES,0,0,1,1
2015-01-28,1052208,N,ES,H, 52,2012-08-16,0.0,     35,1.0,1.0,A,S,N,KFC,N,MADRID,139506.51,02 - PARTICULARES,0,0,0,1
2015-01-28,1052212,N,ES,H, 52,2012-08-16,0.0,     35,1.0,1.0,A,S,N,KAT,N,ALICANTE,104292.78,02 - PARTICULARES,0,0,1,1
2015-01-28,1052213,N,ES,V, 43,2012-08-16,0.0,     35,1.0,1.0,A,S,N,KFC,N,ALICANTE,44764.92,02 - PARTICULARES,0,0,0,1
2015-01-28,1052216,N,ES,V, 52,2012-08-16,0.0,     35,1.0,1.0,A,S,N,KAT,N,MADRID,205878.87,02 - PARTICULARES,0,0,1,0
2015-01-28,1052217,N,ES,V, 33,2012-08-16,0.0,     35,1.0,1.0,A,S,N,KFC,N,ALMERIA,69071.45999999999,02 - PARTICULARES,0,0,0,1
2015-01-28,1052218,N,ES,V, 65,2012-08-16,0.0,     35,1.0,1.0,A,S,N,KFC,N,MADRID,44612.31,02 - PARTICULARES,0,0,0,1
2015-01-28,1052219,N,ES,V, 63,2012-08-16,0.0,     35,1.0,1.0,A,S,N,KAT,N,MADRID,71042.1,01 - TOP,1,0,1,1
2015-01-28,1052224,N,ES,H, 24,2012-08-16,0.0,     35,1.0,1.0,A,S,N,KAT,N,MADRID,71583.84,03 - UNIVERSITARIO,0,0,1,1
2015-01-28,1052225,N,ES,H, 40,2012-08-16,0.0,     35,1.0,1.0,I,S,N,KAT,N,MURCIA,38971.11,02 - PARTICULARES,0,0,0,1
2015-01-28,1052226,N,ES,V, 29,2012-08-16,0.0,     35,1.0,1.0,A,S,N,KFC,N,"PALMAS, LAS",73102.65,02 - PARTICULARES,0,0,1,1
2015-01-28,1052229,N,ES,H, 22,2012-08-16,0.0,     35,1.0,1.0,I,S,N,KFC,N,MALAGA,70867.95000000001,02 - PARTICULARES,0,0,0,1
2015-01-28,1052195,N,ES,V, 39,2012-08-16,0.0,     35,1.0,1.0,A,S,N,KFC,N,GUADALAJARA,104918.61000000002,02 - PARTICULARES,0,0,0,1
2015-01-28,1052194,N,ES,V, 32,2012-08-16,0.0,     35,1.0,1.0,A,S,N,KFC,N,"PALMAS, LAS",27632.91,03 - UNIVERSITARIO,0,0,0,1
2015-01-28,1052189,N,ES,V, 51,2012-08-16,0.0,     35,1.0,1.0,A,S,N,KFC,N,VALLADOLID,100066.08,02 - PARTICULARES,0,0,1,1
2015-01-28,1052187,N,ES,H, 35,2012-08-16,0.0,     35,1.0,1.0,A,S,N,KFC,N,BARCELONA,69208.89,02 - PARTICULARES,0,0,1,1
2015-01-28,1052158,N,ES,H, 30,2012-08-16,0.0,     35,1.0,1.0,A,S,N,KFC,N,ASTURIAS,55019.43000000001,03 - UNIVERSITARIO,0,0,0,1
2015-01-28,1052162,N,ES,V, 27,2012-08-16,0.0,     35,1.0,1.0,A,S,N,KFC,N,MADRID,50349.96,02 - PARTICULARES,0,0,1,1
2015-01-28,1052166,N,ES,V, 47,2012-08-16,0.0,     35,1.0,1.0,A,S,N,KFC,N,CADIZ,100832.19,02 - PARTICULARES,0,0,0,1
2015-01-28,1052168,N,ES,V, 78,2012-08-16,0.0,     35,1.0,1.0,A,S,S,KFC,N,MADRID,97854.24,02 - PARTICULARES,0,0,0,1
2015-01-28,1052170,N,ES,V, 36,2012-08-16,0.0,     35,1.0,1.0,A,S,N,KFC,N,BARCELONA,175959.0,02 - PARTICULARES,0,1,1,0
2015-01-28,1052171,N,ES,V, 41,2012-08-16,0.0,     35,1.0,1.0,A,S,N,KFC,N,BIZKAIA,,02 - PARTICULARES,0,0,0,1
2015-01-28,1052173,N,ES,H, 22,2012-08-16,0.0,     35,1.0,1.0,I,S,N,KFC,N,MADRID,111784.88999999998,02 - PARTICULARES,0,0,0,1
2015-01-28,1051665,N,ES,V, 22,2012-08-14,0.0,     35,1.0,1.0,A,S,N,KHD,N,SEVILLA,123140.25,03 - UNIVERSITARIO,0,0,1,1
2015-01-28,1052174,N,ES,H, 49,2012-08-16,0.0,     35,1.0,1.0,A,S,N,KFC,N,GRANADA,127118.16,02 - PARTICULARES,0,0,0,1
2015-01-28,1052177,N,ES,V, 27,2012-08-16,0.0,     35,1.0,1.0,A,S,N,KFC,N,MELILLA,131145.06,03 - UNIVERSITARIO,0,0,1,1
2015-01-28,1052178,N,ES,V, 55,2012-08-16,0.0,     35,1.0,1.0,A,S,N,KFC,N,GIPUZKOA,,02 - PARTICULARES,0,0,1,1
2015-01-28,1052180,N,ES,H, 24,2012-08-16,0.0,     35,1.0,1.0,A,S,N,KFC,N,SEGOVIA,125294.28,03 - UNIVERSITARIO,0,0,0,1
2015-01-28,1052182,N,ES,H, 38,2012-08-16,0.0,     35,1.0,1.0,A,S,N,KFC,N,VALLADOLID,64156.83,02 - PARTICULARES,0,0,0,1
2015-01-28,1052184,N,ES,H, 32,2012-08-16,0.0,     35,1.0,1.0,A,S,N,KFC,N,VALENCIA,,02 - PARTICULARES,0,0,0,1
2015-01-28,1052185,N,ES,V, 38,2012-08-16,0.0,     35,1.0,1.0,A,S,N,KFC,N,MADRID,76270.56,02 - PARTICULARES,0,0,1,1
2015-01-28,1052186,N,ES,V, 28,2012-08-16,0.0,     35,1.0,1.0,A,S,N,KFC,N,MURCIA,78852.36,02 - PARTICULARES,0,0,0,1
2015-01-28,1052176,N,ES,H, 28,2012-08-16,0.0,     35,1.0,1.0,A,S,N,KFC,N,SEVILLA,49630.5,03 - UNIVERSITARIO,0,0,1,1
2015-01-28,1051664,N,ES,V, 37,2012-08-14,0.0,     35,1.0,1.0,A,S,N,KAZ,N,CASTELLON,,02 - PARTICULARES,0,0,1,1
2015-01-28,1051660,N,ES,H, 22,2012-08-14,0.0,     35,1.0,1.0,I,S,N,KHD,N,BURGOS,47155.47,03 - UNIVERSITARIO,0,0,0,1
2015-01-28,1051658,N,ES,H, 22,2012-08-14,0.0,     35,1.0,1.0,I,S,N,KHD,N,PONTEVEDRA,,03 - UNIVERSITARIO,0,0,0,1
2015-01-28,1051177,N,ES,V, 24,2012-08-13,0.0,     35,1.0,1.0,A,S,N,KHE,N,VALENCIA,135558.27,03 - UNIVERSITARIO,0,0,0,1
2015-01-28,1051178,N,ES,V, 22,2012-08-13,0.0,     35,1.0,1.0,A,S,N,KHD,N,TOLEDO,151461.38999999998,03 - UNIVERSITARIO,0,0,0,1
2015-01-28,1051180,N,ES,H, 30,2012-08-13,0.0,     35,1.0,1.0,A,S,N,KHE,N,VALENCIA,56474.85000000001,03 - UNIVERSITARIO,0,0,0,1
2015-01-28,1051181,N,ES,V, 22,2012-08-13,0.0,     35,1.0,1.0,I,S,N,KHD,N,BARCELONA,145029.36000000002,03 - UNIVERSITARIO,0,0,0,1
2015-01-28,1051183,N,ES,V, 33,2012-08-13,0.0,     35,1.0,1.0,A,S,N,KHE,N,VALENCIA,167432.76,03 - UNIVERSITARIO,0,0,1,1
2015-01-28,1051184,N,ES,V, 22,2012-08-13,0.0,     35,1.0,1.0,A,S,N,KHD,N,CADIZ,,03 - UNIVERSITARIO,0,0,0,1
2015-01-28,1051186,N,ES,H, 33,2012-08-13,0.0,     35,1.0,1.0,I,S,S,KAT,N,BIZKAIA,,02 - PARTICULARES,0,0,0,1
2015-01-28,1051187,N,ES,V, 22,2012-08-13,0.0,     35,1.0,1.0,I,S,N,KHD,N,LERIDA,90200.19,03 - UNIVERSITARIO,0,0,0,1
2015-01-28,1051189,N,ES,H, 22,2012-08-13,0.0,     35,1.0,1.0,I,S,N,KHD,N,TERUEL,66085.83,03 - UNIVERSITARIO,0,0,0,1
2015-01-28,1051191,N,ES,H, 22,2012-08-13,0.0,     35,1.0,1.0,I,S,N,KHD,N,ZARAGOZA,66162.51,03 - UNIVERSITARIO,0,0,0,1
2015-01-28,1051194,N,ES,H, 22,2012-08-13,0.0,     35,1.0,1.0,A,S,N,KHD,N,ZARAGOZA,87472.83,03 - UNIVERSITARIO,0,0,0,1
2015-01-28,1051196,N,ES,H, 22,2012-08-13,0.0,     35,1.0,1.0,I,S,N,KHD,N,ZARAGOZA,107831.07,03 - UNIVERSITARIO,0,0,0,1
2015-01-28,1051198,N,ES,H, 22,2012-08-13,0.0,     35,1.0,1.0,A,S,N,KHD,N,PONTEVEDRA,69195.12,03 - UNIVERSITARIO,0,0,1,1
2015-01-28,1051199,N,ES,H, 22,2012-08-13,0.0,     35,1.0,1.0,A,S,N,KHD,N,ZARAGOZA,100663.13999999998,03 - UNIVERSITARIO,0,0,0,1
2015-01-28,1051201,N,ES,H, 22,2012-08-13,0.0,     35,1.0,1.0,A,S,N,KHD,N,TOLEDO,140534.43,03 - UNIVERSITARIO,0,0,0,1
2015-01-28,1051174,N,ES,V, 23,2012-08-13,0.0,     35,1.0,1.0,A,S,S,KHE,N,VALENCIA,,03 - UNIVERSITARIO,0,0,0,1
2015-01-28,1051203,N,ES,V, 22,2012-08-13,0.0,     35,1.0,1.0,I,S,N,KHD,N,TOLEDO,73119.84,03 - UNIVERSITARIO,0,0,0,1
2015-01-28,1051172,N,ES,H, 22,2012-08-13,0.0,     35,1.0,1.0,I,S,N,KHD,N,"PALMAS, LAS",77807.97,03 - UNIVERSITARIO,0,0,0,1
2015-01-28,1051165,N,ES,H, 22,2012-08-13,0.0,     35,1.0,1.0,A,S,N,KHD,N,GUADALAJARA,55560.99000000001,03 - UNIVERSITARIO,0,0,0,1
2015-01-28,1051121,N,ES,V, 22,2012-08-13,0.0,     35,1.0,1.0,I,S,N,KHD,N,SALAMANCA,146910.15000000002,03 - UNIVERSITARIO,0,0,0,1
2015-01-28,1051126,N,ES,H, 22,2012-08-13,0.0,     35,1.0,1.0,I,S,N,KHD,N,BARCELONA,334209.99,03 - UNIVERSITARIO,0,0,0,1
2015-01-28,1051129,N,ES,V, 22,2012-08-13,0.0,     35,1.0,1.0,A,S,N,KAT,N,BARCELONA,296890.5,03 - UNIVERSITARIO,0,0,1,1
2015-01-28,1051132,N,ES,V, 22,2012-08-13,0.0,     35,1.0,1.0,I,S,N,KHD,N,MADRID,56997.06,03 - UNIVERSITARIO,0,0,0,1
2015-01-28,1051134,N,ES,H, 22,2012-08-13,0.0,     35,1.0,1.0,A,S,N,KHD,N,PALENCIA,,03 - UNIVERSITARIO,0,0,0,1
2015-01-28,1051136,N,ES,V, 22,2012-08-13,0.0,     35,1.0,1.0,A,S,N,KHD,N,LUGO,138675.41999999998,03 - UNIVERSITARIO,0,0,1,1
2015-01-28,1051138,N,ES,H, 22,2012-08-13,0.0,     35,1.0,1.0,A,S,N,KHD,N,VALLADOLID,,03 - UNIVERSITARIO,0,0,0,1
2015-01-28,1051140,N,ES,V, 59,2012-08-13,0.0,     35,1.0,1.0,A,S,N,KFA,N,MADRID,113229.9,02 - PARTICULARES,0,0,0,1
2015-01-28,1051145,N,ES,H, 22,2012-08-13,0.0,     21,1.0,1.0,I,S,S,RED,N,MADRID,88727.28,03 - UNIVERSITARIO,0,0,0,1
2015-01-28,1051147,N,ES,V, 22,2012-08-13,0.0,     35,1.0,1.0,I,S,N,KHD,N,PALENCIA,82772.34,03 - UNIVERSITARIO,0,0,0,1
2015-01-28,1051149,N,ES,V, 22,2012-08-13,0.0,     35,1.0,1.0,I,S,N,KHD,N,PALENCIA,167729.04,03 - UNIVERSITARIO,0,0,0,1
2015-01-28,1051150,N,ES,V, 22,2012-08-13,0.0,     35,1.0,1.0,I,S,N,KHD,N,ZARAGOZA,58348.5,03 - UNIVERSITARIO,0,0,0,1
2015-01-28,1051152,N,ES,V, 16,2012-08-13,0.0,     35,1.0,1.0,A,S,N,KAT,N,MADRID,114178.68,02 - PARTICULARES,0,0,0,1
2015-01-28,1051158,N,ES,V, 25,2012-08-13,0.0,     35,1.0,1.0,I,S,N,KHE,N,VALENCIA,46627.02,03 - UNIVERSITARIO,0,0,0,1
2015-01-28,1051162,N,ES,H, 22,2012-08-13,0.0,     35,1.0,1.0,I,S,N,KHD,N,ZARAGOZA,58039.26,03 - UNIVERSITARIO,0,0,0,1
2015-01-28,1051169,N,ES,H, 30,2012-08-13,0.0,     35,1.0,1.0,I,S,N,KHE,N,VALENCIA,39475.56,03 - UNIVERSITARIO,0,0,0,1
2015-01-28,1051120,N,ES,V, 25,2012-08-13,0.0,     35,1.0,1.0,I,S,N,KHE,N,ZAMORA,22395.54,03 - UNIVERSITARIO,0,0,0,1
2015-01-28,1051205,N,ES,V, 22,2012-08-13,0.0,     35,1.0,1.0,I,S,N,KHD,N,CANTABRIA,239877.81,03 - UNIVERSITARIO,0,0,0,1
2015-01-28,1051212,N,ES,V, 22,2012-08-13,0.0,     35,1.0,1.0,A,S,N,KHD,N,"CORUÑA, A",162489.72,03 - UNIVERSITARIO,0,0,0,1
2015-01-28,1051263,N,ES,V, 45,2012-08-13,0.0,     35,1.0,1.0,A,S,N,KFC,N,BARCELONA,120058.65,02 - PARTICULARES,0,0,0,1
2015-01-28,1051264,N,ES,H, 48,2012-08-13,0.0,     35,1.0,1.0,A,S,N,KFC,N,ALICANTE,94077.75,02 - PARTICULARES,0,0,1,1
2015-01-28,1051268,N,ES,V, 31,2012-08-13,0.0,     35,1.0,1.0,A,S,N,KFC,N,CANTABRIA,78642.51,02 - PARTICULARES,0,0,1,1
2015-01-28,1051269,N,ES,V, 42,2012-08-13,0.0,     35,1.0,1.0,A,S,N,KAT,N,BADAJOZ,75715.70999999999,02 - PARTICULARES,0,0,1,1
2015-01-28,1051271,N,ES,H, 27,2012-08-13,0.0,     35,1.0,1.0,A,S,N,KFC,N,MADRID,114477.66,03 - UNIVERSITARIO,0,0,1,1
2015-01-28,1051273,N,ES,V, 36,2012-08-13,0.0,     35,1.0,1.0,A,S,N,KFC,N,HUELVA,71080.44,02 - PARTICULARES,0,0,1,1
2015-01-28,1051274,N,ES,H, 31,2012-08-13,0.0,     35,1.0,1.0,I,S,N,KFC,N,MADRID,80425.08,02 - PARTICULARES,0,0,0,1
2015-01-28,1051275,N,ES,H, 25,2012-08-13,0.0,     35,1.0,1.0,I,S,N,KFC,N,"PALMAS, LAS",146149.13999999998,03 - UNIVERSITARIO,0,0,0,1
2015-01-28,1051276,N,ES,V, 35,2012-08-13,0.0,     35,1.0,1.0,A,S,N,KFC,N,MADRID,95468.76,02 - PARTICULARES,0,0,0,0
2015-01-28,1051277,N,ES,V, 36,2012-08-13,0.0,     35,1.0,1.0,A,S,N,KFC,N,CORDOBA,61579.83,02 - PARTICULARES,0,0,1,1
2015-01-28,1051278,N,ES,H, 49,2012-08-13,0.0,     35,1.0,1.0,A,S,N,KFC,N,NAVARRA,,02 - PARTICULARES,0,0,1,1
2015-01-28,1051279,N,ES,V, 35,2012-08-13,0.0,     35,1.0,1.0,A,S,N,KFC,N,MADRID,59322.60000000001,02 - PARTICULARES,0,0,1,1
2015-01-28,1051281,N,ES,V, 50,2012-08-13,0.0,     35,1.0,1.0,I,S,N,KFC,N,ZAMORA,55288.56,02 - PARTICULARES,0,0,0,1
2015-01-28,1051282,N,ES,V, 39,2012-08-13,0.0,     35,1.0,1.0,I,S,N,KFC,N,BARCELONA,64987.05,02 - PARTICULARES,0,0,0,1
2015-01-28,1051283,N,ES,H, 38,2012-08-13,0.0,     35,1.0,1.0,A,S,N,KFC,N,MADRID,154899.59999999998,02 - PARTICULARES,0,0,0,1
2015-01-28,1051258,N,ES,H, 35,2012-08-13,0.0,     35,1.0,1.0,A,S,N,KFC,N,CANTABRIA,,02 - PARTICULARES,0,0,1,1
2015-01-28,1051209,N,ES,H, 22,2012-08-13,0.0,     35,1.0,1.0,A,S,N,KHD,N,LUGO,50468.22,03 - UNIVERSITARIO,0,0,0,1
2015-01-28,1051254,N,ES,H, 22,2012-08-13,0.0,     35,1.0,1.0,I,S,N,KHD,N,BARCELONA,93898.26,03 - UNIVERSITARIO,0,0,0,1
2015-01-28,1051247,N,ES,H, 22,2012-08-13,0.0,     35,1.0,1.0,I,S,N,KHD,N,ZARAGOZA,,03 - UNIVERSITARIO,0,0,0,1
2015-01-28,1051214,N,ES,V, 22,2012-08-13,0.0,     35,1.0,1.0,I,S,N,KHD,N,MADRID,163779.03,03 - UNIVERSITARIO,0,0,0,1
