employee_index,country_residence,gender,age,contract_length,new_customer_index,seniority_months,primary_customer_status,customer_type_start_month,customer_relation_type,residence_index,foreigner_index,join_channel,deceased_index,province_name,gross_income,customer_segment,fixed_deposits,loan,credit_card_debit_card,account
N,ES,V,24.0,860.0,0.0,     34,1.0,1.0,I,S,N,KHE,N,MADRID,104395.17,03 - UNIVERSITARIO,0,0,0,1
N,ES,V,24.0,860.0,0.0,     34,1.0,1.0,I,S,N,KHE,N,MALAGA,119718.36000000002,03 - UNIVERSITARIO,0,0,0,1
N,ES,H,23.0,860.0,0.0,     34,1.0,1.0,I,S,N,KHE,N,MADRID,64535.28,03 - UNIVERSITARIO,0,0,0,1
N,ES,H,24.0,860.0,0.0,     34,1.0,1.0,I,S,N,KHE,N,"CORUÑA, A",32774.55,03 - UNIVERSITARIO,0,0,0,1
N,ES,V,23.0,860.0,0.0,     34,1.0,1.0,I,S,N,KHE,N,MADRID,324389.43,03 - UNIVERSITARIO,0,0,0,1
N,ES,H,23.0,860.0,0.0,     34,1.0,1.0,I,S,N,KHE,N,PONTEVEDRA,77780.31,03 - UNIVERSITARIO,0,0,0,1
N,ES,H,24.0,860.0,0.0,     34,1.0,1.0,I,S,N,KHE,N,"CORUÑA, A",85335.33,03 - UNIVERSITARIO,0,0,0,1
N,ES,V,25.0,860.0,0.0,     34,1.0,1.0,I,S,N,KHE,N,MADRID,86740.65,03 - UNIVERSITARIO,0,0,0,1
N,ES,V,24.0,860.0,0.0,     34,1.0,1.0,I,S,N,KHE,N,MADRID,151061.09999999998,03 - UNIVERSITARIO,0,0,0,1
N,ES,H,27.0,860.0,0.0,     34,1.0,1.0,A,S,N,KHE,N,"CORUÑA, A",98728.88999999998,03 - UNIVERSITARIO,0,0,0,1
N,ES,V,23.0,860.0,0.0,     34,1.0,1.0,I,S,N,KHE,N,MADRID,192744.72,03 - UNIVERSITARIO,0,0,0,1
N,ES,V,23.0,860.0,0.0,     34,1.0,1.0,I,S,N,KHE,N,MADRID,330557.79,03 - UNIVERSITARIO,0,0,0,1
N,ES,V,32.0,860.0,0.0,     34,1.0,1.0,I,S,N,KHE,N,ZARAGOZA,105218.49,03 - UNIVERSITARIO,0,0,0,1
N,ES,V,24.0,860.0,0.0,     34,1.0,1.0,I,S,N,KHE,N,MADRID,218534.67,03 - UNIVERSITARIO,0,0,0,1
N,ES,V,30.0,860.0,0.0,     34,1.0,1.0,I,S,N,KHE,N,MALAGA,59827.59,03 - UNIVERSITARIO,0,0,0,1
N,ES,V,31.0,860.0,0.0,     34,1.0,1.0,I,S,N,KHE,N,PONTEVEDRA,121695.99,03 - UNIVERSITARIO,0,0,0,1
N,ES,H,23.0,860.0,0.0,     34,1.0,1.0,A,S,N,KHE,N,"CORUÑA, A",89578.92,03 - UNIVERSITARIO,0,0,0,1
N,ES,H,24.0,860.0,0.0,     21,1.0,1.0,I,S,N,KHE,N,MADRID,101766.63,03 - UNIVERSITARIO,0,0,0,1
N,ES,H,23.0,860.0,0.0,     34,1.0,1.0,I,S,N,KHE,N,MADRID,86740.65,03 - UNIVERSITARIO,0,0,0,1
N,ES,V,23.0,860.0,0.0,     34,1.0,1.0,I,S,N,KHE,N,SORIA,86740.65,03 - UNIVERSITARIO,0,0,0,1
N,ES,V,26.0,860.0,0.0,     34,1.0,1.0,I,S,N,KHE,N,MALAGA,85384.70999999999,03 - UNIVERSITARIO,0,0,0,1
N,ES,H,24.0,860.0,0.0,     34,1.0,1.0,I,S,N,KHE,N,PONTEVEDRA,104668.26,03 - UNIVERSITARIO,0,0,0,1
N,ES,V,24.0,860.0,0.0,     34,1.0,1.0,I,S,N,KHE,N,MADRID,365751.9,03 - UNIVERSITARIO,0,0,0,1
N,ES,V,25.0,860.0,0.0,     34,1.0,1.0,I,S,N,KHE,N,MADRID,117486.78,03 - UNIVERSITARIO,0,0,0,1
N,ES,V,24.0,860.0,0.0,     34,1.0,1.0,I,S,N,KHE,N,MADRID,247311.45,03 - UNIVERSITARIO,0,0,0,1
N,ES,V,23.0,860.0,0.0,     34,1.0,1.0,A,S,N,KHE,N,PONTEVEDRA,86740.65,03 - UNIVERSITARIO,0,0,0,1
N,ES,V,25.0,860.0,0.0,     34,1.0,1.0,I,S,N,KHE,N,MADRID,109432.05,03 - UNIVERSITARIO,0,0,0,1
N,ES,H,22.0,860.0,0.0,     34,1.0,1.0,I,S,N,KHE,N,PONTEVEDRA,91143.99,03 - UNIVERSITARIO,0,0,0,1
N,ES,V,23.0,860.0,0.0,     34,1.0,1.0,I,S,N,KHE,N,"CORUÑA, A",41152.32,03 - UNIVERSITARIO,0,0,0,1
N,ES,H,24.0,860.0,0.0,     20,1.0,1.0,A,S,N,KHE,N,MADRID,107608.71,03 - UNIVERSITARIO,0,0,0,1
N,ES,V,30.0,860.0,0.0,     34,1.0,1.0,A,S,N,KHE,N,MADRID,93923.64,03 - UNIVERSITARIO,0,0,1,1
N,ES,V,22.0,860.0,0.0,     34,1.0,1.0,I,S,N,KHE,N,TERUEL,86740.65,03 - UNIVERSITARIO,0,0,0,1
N,ES,H,24.0,860.0,0.0,     34,1.0,1.0,I,S,N,KHE,N,MADRID,346886.67,03 - UNIVERSITARIO,0,0,0,1
N,ES,H,67.0,860.0,0.0,     34,1.0,1.0,A,S,N,KFA,N,MADRID,417282.75,02 - PARTICULARES,1,0,1,1
N,ES,H,25.0,860.0,0.0,     34,1.0,1.0,I,S,N,KHE,N,"CORUÑA, A",86740.65,03 - UNIVERSITARIO,0,0,0,1
N,ES,V,24.0,860.0,0.0,     34,1.0,1.0,I,S,N,KHE,N,"CORUÑA, A",86740.65,03 - UNIVERSITARIO,0,0,0,1
N,ES,H,23.0,860.0,0.0,     34,1.0,1.0,I,S,N,KHE,N,"CORUÑA, A",66540.33,03 - UNIVERSITARIO,0,0,0,1
N,ES,H,23.0,860.0,0.0,     34,1.0,1.0,I,S,N,KHE,N,MADRID,86740.65,03 - UNIVERSITARIO,0,0,0,1
N,ES,H,27.0,860.0,0.0,     34,1.0,1.0,I,S,N,KHE,N,PONTEVEDRA,111847.62,03 - UNIVERSITARIO,0,0,0,1
N,ES,H,23.0,860.0,0.0,     34,1.0,1.0,I,S,N,KHE,N,PONTEVEDRA,109543.2,03 - UNIVERSITARIO,0,0,0,1
N,ES,H,25.0,860.0,0.0,     34,1.0,1.0,I,S,N,KHE,N,MADRID,160211.19,03 - UNIVERSITARIO,0,0,0,1
N,ES,V,27.0,860.0,0.0,     34,1.0,1.0,I,S,N,KHE,N,MADRID,93794.67,03 - UNIVERSITARIO,0,0,0,1
N,ES,V,24.0,860.0,0.0,     34,1.0,1.0,I,S,N,KHE,N,PONTEVEDRA,88579.68000000002,03 - UNIVERSITARIO,0,0,0,1
N,ES,V,27.0,860.0,0.0,     34,1.0,1.0,I,S,N,KHE,N,ZARAGOZA,50014.8,03 - UNIVERSITARIO,0,0,0,1
N,ES,H,22.0,860.0,0.0,     34,1.0,1.0,I,S,N,KHE,N,MADRID,84369.36,03 - UNIVERSITARIO,0,0,0,1
N,ES,H,24.0,860.0,0.0,     34,1.0,1.0,I,S,S,KHE,N,MADRID,152638.29,03 - UNIVERSITARIO,0,0,0,1
N,ES,H,28.0,860.0,0.0,     34,1.0,1.0,I,S,N,KHE,N,PONTEVEDRA,90423.63,03 - UNIVERSITARIO,0,0,0,1
N,ES,V,23.0,860.0,0.0,     34,1.0,1.0,I,S,N,KHE,N,PONTEVEDRA,38599.68,03 - UNIVERSITARIO,0,0,0,1
N,ES,H,25.0,860.0,0.0,     34,1.0,1.0,I,S,N,KHE,N,MADRID,1970562.84,03 - UNIVERSITARIO,0,0,0,1
N,ES,H,28.0,860.0,0.0,     34,1.0,1.0,I,S,S,KHE,N,MADRID,115825.68,03 - UNIVERSITARIO,0,0,0,1
N,ES,H,28.0,860.0,0.0,     34,1.0,1.0,A,S,N,KHE,N,MADRID,337396.83,03 - UNIVERSITARIO,0,0,0,1
N,ES,H,24.0,860.0,0.0,     34,1.0,1.0,I,S,N,KHE,N,PONTEVEDRA,92589.84,03 - UNIVERSITARIO,0,0,0,1
N,ES,H,23.0,860.0,0.0,     34,1.0,1.0,I,S,N,KHE,N,MADRID,194810.82,03 - UNIVERSITARIO,0,0,0,1
N,ES,V,26.0,860.0,0.0,     34,1.0,1.0,I,S,N,KHE,N,HUESCA,86740.65,03 - UNIVERSITARIO,0,0,0,1
N,ES,V,23.0,860.0,0.0,     34,1.0,1.0,I,S,N,KHE,N,MADRID,199099.26,03 - UNIVERSITARIO,0,0,0,1
N,ES,V,22.0,860.0,0.0,     34,1.0,1.0,I,S,N,KHD,N,VALENCIA,36144.15,03 - UNIVERSITARIO,0,0,0,1
N,ES,H,23.0,860.0,0.0,     34,1.0,1.0,I,S,N,KHE,N,MADRID,86740.65,03 - UNIVERSITARIO,0,0,0,1
N,ES,H,23.0,860.0,0.0,     34,1.0,1.0,I,S,N,KHE,N,MADRID,86740.65,03 - UNIVERSITARIO,0,0,0,1
N,ES,V,23.0,860.0,0.0,     34,1.0,1.0,I,S,N,KHE,N,MADRID,86740.65,03 - UNIVERSITARIO,0,0,0,1
N,ES,V,26.0,860.0,0.0,     34,1.0,1.0,I,S,N,KHE,N,PONTEVEDRA,397269.33,03 - UNIVERSITARIO,0,0,0,1
N,ES,V,22.0,860.0,0.0,     34,1.0,1.0,I,S,N,KHE,N,MALAGA,110062.11000000002,03 - UNIVERSITARIO,0,0,0,1
N,ES,H,23.0,860.0,0.0,     34,1.0,1.0,A,S,N,KHE,N,OURENSE,103287.81,03 - UNIVERSITARIO,0,0,1,1
N,ES,H,27.0,860.0,0.0,     34,1.0,1.0,A,S,N,KHE,N,"CORUÑA, A",55851.63,03 - UNIVERSITARIO,0,0,1,1
N,ES,H,22.0,860.0,0.0,     34,1.0,1.0,I,S,N,KHE,N,LUGO,172317.90000000002,03 - UNIVERSITARIO,0,0,0,1
N,ES,H,23.0,860.0,0.0,     34,1.0,1.0,I,S,N,KHE,N,MADRID,207840.48,03 - UNIVERSITARIO,0,0,0,0
N,ES,V,28.0,860.0,0.0,     34,1.0,1.0,I,S,N,KHE,N,CORDOBA,91672.83,03 - UNIVERSITARIO,0,0,0,1
N,ES,V,26.0,860.0,0.0,     34,1.0,1.0,I,S,N,KHE,N,PONTEVEDRA,71834.94,03 - UNIVERSITARIO,0,0,0,1
N,ES,V,23.0,860.0,0.0,     34,1.0,1.0,I,S,N,KHE,N,"CORUÑA, A",111152.01,03 - UNIVERSITARIO,0,0,0,1
N,ES,H,22.0,860.0,0.0,     34,1.0,1.0,I,S,N,KHE,N,PONTEVEDRA,61498.08,03 - UNIVERSITARIO,0,0,0,1
N,ES,H,24.0,860.0,0.0,     34,1.0,1.0,A,S,N,KHE,N,MADRID,195198.3,03 - UNIVERSITARIO,0,0,1,1
N,ES,H,23.0,860.0,0.0,     34,1.0,1.0,I,S,N,KHE,N,PONTEVEDRA,215928.57,03 - UNIVERSITARIO,0,0,0,1
N,ES,H,27.0,860.0,0.0,     34,1.0,1.0,I,S,N,KHE,N,MADRID,209894.34,03 - UNIVERSITARIO,0,0,0,1
N,ES,H,23.0,860.0,0.0,     34,1.0,1.0,I,S,N,KHE,N,"CORUÑA, A",182143.59,03 - UNIVERSITARIO,0,0,0,1
N,ES,V,31.0,860.0,0.0,     34,1.0,1.0,A,S,S,KHE,N,MADRID,260842.65,03 - UNIVERSITARIO,0,0,0,1
N,ES,H,24.0,860.0,0.0,     34,1.0,1.0,I,S,N,KHE,N,MADRID,222400.11,03 - UNIVERSITARIO,0,0,0,1
N,ES,H,23.0,860.0,0.0,     34,1.0,1.0,A,S,N,KHE,N,OURENSE,104180.34,03 - UNIVERSITARIO,0,0,0,1
N,ES,H,23.0,860.0,0.0,     34,1.0,1.0,I,S,N,KHE,N,MADRID,362821.71,03 - UNIVERSITARIO,0,0,0,1
N,ES,V,23.0,860.0,0.0,     34,1.0,1.0,A,S,N,KHE,N,MALAGA,134384.16,03 - UNIVERSITARIO,0,0,0,1
N,ES,H,23.0,860.0,0.0,     34,1.0,1.0,I,S,N,KHE,N,PONTEVEDRA,75060.99,03 - UNIVERSITARIO,0,0,0,1
N,ES,H,22.0,860.0,0.0,     34,1.0,1.0,I,S,N,KHE,N,MADRID,85715.76,03 - UNIVERSITARIO,0,0,0,1
N,ES,V,33.0,860.0,0.0,     34,1.0,1.0,I,S,N,KHE,N,ZARAGOZA,76709.31,03 - UNIVERSITARIO,0,0,0,1
N,ES,H,23.0,860.0,0.0,     34,1.0,1.0,I,S,N,KHE,N,MADRID,279050.88,03 - UNIVERSITARIO,0,0,0,1
N,ES,V,23.0,860.0,0.0,     34,1.0,1.0,A,S,N,KHE,N,MADRID,215155.68,03 - UNIVERSITARIO,0,0,0,1
N,ES,H,23.0,860.0,0.0,     34,1.0,1.0,I,S,N,KHE,N,"CORUÑA, A",86740.65,03 - UNIVERSITARIO,0,0,0,1
N,ES,H,27.0,860.0,0.0,     34,1.0,1.0,I,S,N,KHE,N,MURCIA,129571.98,03 - UNIVERSITARIO,0,0,0,1
N,ES,V,25.0,860.0,0.0,     34,1.0,1.0,I,S,N,KHE,N,HUESCA,66786.81,03 - UNIVERSITARIO,0,0,0,1
N,ES,H,23.0,860.0,0.0,     34,1.0,1.0,I,S,N,KHE,N,CUENCA,103726.95,03 - UNIVERSITARIO,0,0,0,1
N,ES,H,22.0,860.0,0.0,     34,1.0,1.0,A,S,N,KHE,N,"CORUÑA, A",86740.65,03 - UNIVERSITARIO,0,0,1,1
N,ES,H,23.0,860.0,0.0,     34,1.0,1.0,I,S,S,KHE,N,PONTEVEDRA,86740.65,03 - UNIVERSITARIO,0,0,0,1
N,ES,V,34.0,860.0,0.0,     34,1.0,1.0,I,S,N,KHE,N,PONTEVEDRA,86740.65,02 - PARTICULARES,0,0,0,1
N,ES,H,26.0,860.0,0.0,     34,1.0,1.0,I,S,S,KHE,N,MALAGA,92424.51,03 - UNIVERSITARIO,0,0,0,1
N,ES,H,22.0,860.0,0.0,     34,1.0,1.0,I,S,N,KHE,N,PONTEVEDRA,97425.66,03 - UNIVERSITARIO,0,0,0,1
N,ES,V,25.0,860.0,0.0,     34,1.0,1.0,I,S,N,KHE,N,"CORUÑA, A",801822.36,03 - UNIVERSITARIO,0,0,0,1
N,ES,H,57.0,860.0,0.0,     34,1.0,1.0,I,S,N,KHE,N,MADRID,243186.93,02 - PARTICULARES,0,0,0,1
N,ES,H,23.0,860.0,0.0,     34,1.0,1.0,I,S,N,KHE,N,MADRID,342116.49,03 - UNIVERSITARIO,0,0,0,1
N,ES,V,23.0,860.0,0.0,     34,1.0,1.0,I,S,N,KHE,N,BADAJOZ,86740.65,03 - UNIVERSITARIO,0,0,0,1
N,ES,V,22.0,860.0,0.0,     34,1.0,1.0,I,S,N,KHD,N,VALENCIA,73214.43000000001,03 - UNIVERSITARIO,0,0,0,1
N,ES,V,29.0,860.0,0.0,     34,1.0,1.0,I,S,N,KHE,N,MADRID,49827.09,03 - UNIVERSITARIO,0,0,0,1
N,ES,V,25.0,860.0,0.0,     34,1.0,1.0,I,S,N,KHE,N,PONTEVEDRA,97092.09,03 - UNIVERSITARIO,0,0,0,1
N,ES,V,59.0,860.0,0.0,     34,1.0,1.0,I,S,N,KHE,N,GUADALAJARA,108785.67,02 - PARTICULARES,0,0,0,1
N,ES,H,23.0,860.0,0.0,     34,1.0,1.0,A,S,N,KHE,N,MADRID,86740.65,03 - UNIVERSITARIO,0,0,0,1
N,ES,H,22.0,860.0,0.0,     34,1.0,1.0,I,S,N,KHD,N,VALENCIA,67376.04000000001,03 - UNIVERSITARIO,0,0,0,1
N,ES,V,31.0,860.0,0.0,     34,1.0,1.0,I,S,S,KHE,N,MADRID,165963.03,03 - UNIVERSITARIO,0,0,0,1
N,ES,H,23.0,860.0,0.0,     34,1.0,1.0,I,S,N,KHE,N,"CORUÑA, A",86740.65,03 - UNIVERSITARIO,0,0,0,1
N,ES,H,26.0,860.0,0.0,     34,1.0,1.0,I,S,N,KHE,N,PONTEVEDRA,127166.63999999998,03 - UNIVERSITARIO,0,0,0,1
N,ES,V,25.0,860.0,0.0,     34,1.0,1.0,I,S,N,KHE,N,MADRID,204691.47000000003,03 - UNIVERSITARIO,0,0,0,1
N,ES,V,23.0,860.0,0.0,     34,1.0,1.0,I,S,N,KHE,N,JAEN,64771.95,03 - UNIVERSITARIO,0,0,0,1
N,ES,V,26.0,860.0,0.0,     34,1.0,1.0,I,S,N,KHE,N,"CORUÑA, A",89421.39,03 - UNIVERSITARIO,0,0,0,1
N,ES,H,23.0,860.0,0.0,     34,1.0,1.0,A,S,N,KHE,N,PONTEVEDRA,60134.49000000001,03 - UNIVERSITARIO,0,0,1,1
N,ES,H,25.0,860.0,0.0,     34,1.0,1.0,I,S,N,KHE,N,PONTEVEDRA,85588.20000000001,03 - UNIVERSITARIO,0,0,0,1
N,ES,H,25.0,860.0,0.0,     34,1.0,1.0,I,S,N,KHE,N,MADRID,208190.19,03 - UNIVERSITARIO,0,0,0,1
N,ES,H,5.0,860.0,0.0,     34,1.0,1.0,A,S,N,KFA,N,MADRID,170021.09999999998,02 - PARTICULARES,0,0,0,1
N,ES,H,38.0,860.0,0.0,     34,1.0,1.0,I,S,N,KHE,N,MADRID,166113.72,02 - PARTICULARES,0,0,0,1
N,ES,H,23.0,860.0,0.0,     34,1.0,1.0,A,S,N,KHE,N,"CORUÑA, A",204113.28,03 - UNIVERSITARIO,0,0,0,1
N,ES,V,26.0,860.0,0.0,     34,1.0,1.0,I,S,N,KHE,N,MADRID,58381.71,03 - UNIVERSITARIO,0,0,0,1
N,ES,H,24.0,860.0,0.0,     34,1.0,1.0,I,S,N,KHE,N,HUESCA,50564.52,03 - UNIVERSITARIO,0,0,0,1
N,ES,V,28.0,860.0,0.0,     34,1.0,1.0,A,S,N,KHE,N,LUGO,86740.65,03 - UNIVERSITARIO,0,0,0,1
N,ES,H,22.0,860.0,0.0,     34,1.0,1.0,I,S,N,KHD,N,MALAGA,42715.92,03 - UNIVERSITARIO,0,0,0,1
N,ES,H,23.0,860.0,0.0,     34,1.0,1.0,I,S,N,KHE,N,SEVILLA,30992.1,03 - UNIVERSITARIO,0,0,0,1
N,ES,H,23.0,860.0,0.0,     34,1.0,1.0,I,S,N,KHE,N,MADRID,86740.65,03 - UNIVERSITARIO,0,0,0,1
N,ES,H,27.0,860.0,0.0,     34,1.0,1.0,A,S,N,KHE,N,PONTEVEDRA,95486.88,03 - UNIVERSITARIO,0,0,0,1
N,ES,H,25.0,860.0,0.0,     34,1.0,1.0,I,S,N,KHE,N,PONTEVEDRA,85588.20000000001,03 - UNIVERSITARIO,0,0,0,1
N,ES,V,22.0,860.0,0.0,     34,1.0,1.0,I,S,N,KHE,N,TOLEDO,76596.72,03 - UNIVERSITARIO,0,0,0,1
N,ES,V,29.0,860.0,0.0,     34,1.0,1.0,I,S,N,KHE,N,MADRID,109158.45,03 - UNIVERSITARIO,0,0,0,1
N,ES,V,22.0,860.0,0.0,     34,1.0,1.0,A,S,N,KHE,N,MADRID,417873.33,03 - UNIVERSITARIO,0,0,0,1
N,ES,V,22.0,860.0,0.0,     34,1.0,1.0,A,S,N,KHD,N,VALENCIA,111393.36000000002,03 - UNIVERSITARIO,0,0,0,1
N,ES,H,23.0,860.0,0.0,     34,1.0,1.0,I,S,N,KHE,N,MADRID,86740.65,03 - UNIVERSITARIO,0,0,0,1
N,ES,V,23.0,860.0,0.0,     34,1.0,1.0,A,S,N,KHE,N,"CORUÑA, A",94558.02,03 - UNIVERSITARIO,0,0,0,0
N,ES,H,28.0,860.0,0.0,     34,1.0,1.0,I,S,N,KHE,N,PONTEVEDRA,67396.35,03 - UNIVERSITARIO,0,0,0,1
N,ES,V,26.0,860.0,0.0,     34,1.0,1.0,I,S,S,KHE,N,MADRID,148164.75,03 - UNIVERSITARIO,0,0,0,1
N,ES,H,22.0,860.0,0.0,     34,1.0,1.0,I,S,N,KHE,N,PONTEVEDRA,86740.65,03 - UNIVERSITARIO,0,0,0,1
N,ES,H,26.0,859.0,0.0,     34,1.0,1.0,I,S,N,KHE,N,LUGO,86740.65,03 - UNIVERSITARIO,0,0,0,1
N,ES,H,23.0,860.0,0.0,     34,1.0,1.0,I,S,N,KHE,N,MADRID,49198.31999999999,03 - UNIVERSITARIO,0,0,0,1
N,ES,H,23.0,860.0,0.0,     34,1.0,1.0,I,S,N,KHE,N,MADRID,277088.13,03 - UNIVERSITARIO,0,0,0,1
N,ES,H,27.0,860.0,0.0,     34,1.0,1.0,I,S,N,KHE,N,CORDOBA,118077.09,03 - UNIVERSITARIO,0,0,0,1
N,ES,V,22.0,860.0,0.0,     34,1.0,1.0,I,S,N,KHE,N,OURENSE,286517.07,03 - UNIVERSITARIO,0,0,0,1
N,ES,H,25.0,860.0,0.0,     34,1.0,1.0,I,S,N,KHE,N,MALAGA,143329.68,03 - UNIVERSITARIO,0,0,0,1
N,ES,H,25.0,860.0,0.0,     34,1.0,1.0,I,S,N,KHE,N,ALMERIA,69123.06,03 - UNIVERSITARIO,0,0,0,1
N,ES,V,25.0,860.0,0.0,     34,1.0,1.0,A,S,N,KHE,N,MALAGA,77429.25,03 - UNIVERSITARIO,0,0,1,1
N,ES,H,22.0,860.0,0.0,     34,1.0,1.0,I,S,N,KHE,N,CORDOBA,86740.65,03 - UNIVERSITARIO,0,0,0,1
N,ES,H,23.0,860.0,0.0,     34,1.0,1.0,I,S,N,KHE,N,OURENSE,86740.65,03 - UNIVERSITARIO,0,0,0,1
N,ES,H,46.0,860.0,0.0,     34,1.0,1.0,I,S,N,KAT,N,BARCELONA,102928.59,02 - PARTICULARES,0,0,0,1
N,ES,V,26.0,860.0,0.0,     34,1.0,1.0,I,S,N,KHE,N,PONTEVEDRA,88729.23,03 - UNIVERSITARIO,0,0,0,1
N,ES,V,34.0,860.0,0.0,     34,1.0,1.0,I,S,N,KHE,N,CORDOBA,71635.59,02 - PARTICULARES,0,0,0,1
N,ES,H,22.0,860.0,0.0,     34,1.0,1.0,I,S,N,KHE,N,OURENSE,86740.65,03 - UNIVERSITARIO,0,0,0,1
N,ES,V,22.0,860.0,0.0,     34,1.0,1.0,I,S,N,KHE,N,CORDOBA,194319.06,03 - UNIVERSITARIO,0,0,0,1
N,ES,H,23.0,860.0,0.0,     34,1.0,1.0,A,S,N,KHE,N,OURENSE,69172.89,03 - UNIVERSITARIO,0,0,0,1
N,ES,V,25.0,860.0,0.0,     34,1.0,1.0,I,S,N,KHE,N,CORDOBA,30175.86,03 - UNIVERSITARIO,0,0,0,1
N,ES,V,25.0,860.0,0.0,     34,1.0,1.0,I,S,N,KHE,N,PONTEVEDRA,305087.94,03 - UNIVERSITARIO,0,0,0,1
N,ES,V,82.0,860.0,0.0,     34,1.0,1.0,I,S,N,KHE,N,OURENSE,59242.17,02 - PARTICULARES,0,0,0,1
N,ES,H,24.0,860.0,0.0,     34,1.0,1.0,I,S,N,KHE,N,ALMERIA,87873.56999999999,03 - UNIVERSITARIO,0,0,0,1
N,ES,H,34.0,860.0,0.0,     34,1.0,1.0,I,S,N,KHD,N,HUELVA,134937.96,02 - PARTICULARES,0,0,0,1
N,ES,H,26.0,860.0,0.0,     34,1.0,1.0,I,S,N,KHE,N,MADRID,39934.59,03 - UNIVERSITARIO,0,0,0,1
N,ES,H,29.0,860.0,0.0,     34,1.0,1.0,I,S,N,KHE,N,OURENSE,86740.65,03 - UNIVERSITARIO,0,0,0,1
N,ES,H,22.0,860.0,0.0,     34,1.0,1.0,I,S,N,KHE,N,LUGO,86740.65,03 - UNIVERSITARIO,0,0,0,1
N,ES,H,23.0,860.0,0.0,     34,1.0,1.0,I,S,N,KHE,N,"BALEARS, ILLES",356561.82,03 - UNIVERSITARIO,0,0,0,1
N,ES,V,22.0,860.0,0.0,     34,1.0,1.0,I,S,N,KHE,N,MADRID,152021.31,03 - UNIVERSITARIO,0,0,0,1
N,ES,V,23.0,860.0,0.0,     34,1.0,1.0,I,S,N,KHE,N,OURENSE,80062.04999999999,03 - UNIVERSITARIO,0,0,0,1
N,ES,H,22.0,860.0,0.0,     34,1.0,1.0,I,S,N,KHE,N,MALAGA,74845.5,03 - UNIVERSITARIO,0,0,0,1
N,ES,H,27.0,860.0,0.0,     34,1.0,1.0,I,S,N,KHE,N,MADRID,87936.03,03 - UNIVERSITARIO,0,0,0,1
N,ES,H,24.0,860.0,0.0,     34,1.0,1.0,I,S,N,KHE,N,"CORUÑA, A",86740.65,03 - UNIVERSITARIO,0,0,0,1
N,ES,V,23.0,860.0,0.0,     34,1.0,1.0,I,S,N,KHE,N,OURENSE,104729.25,03 - UNIVERSITARIO,0,0,0,1
N,ES,H,39.0,860.0,0.0,     34,1.0,1.0,I,S,N,KHE,N,CORDOBA,23129.19,02 - PARTICULARES,0,0,0,1
N,ES,V,27.0,860.0,0.0,     34,1.0,1.0,I,S,S,KHE,N,ZARAGOZA,120683.01,03 - UNIVERSITARIO,0,0,0,1
N,ES,H,24.0,860.0,0.0,     34,1.0,1.0,I,S,N,KHE,N,LUGO,60164.79,03 - UNIVERSITARIO,0,0,0,1
N,ES,H,68.0,860.0,0.0,     34,1.0,1.0,I,S,N,KHE,N,OURENSE,59242.17,02 - PARTICULARES,0,0,0,1
N,ES,H,36.0,860.0,0.0,     34,1.0,1.0,A,S,N,KHE,N,MALAGA,67486.31999999999,02 - PARTICULARES,0,0,0,1
N,ES,H,22.0,860.0,0.0,     34,1.0,1.0,I,S,N,KHE,N,MALAGA,69482.97,03 - UNIVERSITARIO,0,0,0,1
N,ES,V,27.0,860.0,0.0,     34,1.0,1.0,I,S,S,KHE,N,"RIOJA, LA",27833.49,03 - UNIVERSITARIO,0,0,0,1
N,ES,H,37.0,860.0,0.0,     34,1.0,1.0,I,S,N,KHE,N,CORDOBA,23129.19,02 - PARTICULARES,0,0,0,1
N,ES,H,23.0,860.0,0.0,     34,1.0,1.0,I,S,N,KHE,N,PONTEVEDRA,148819.47,03 - UNIVERSITARIO,0,0,0,1
N,ES,V,23.0,860.0,0.0,     34,1.0,1.0,I,S,N,KHE,N,"CORUÑA, A",110338.88999999998,03 - UNIVERSITARIO,0,0,0,1
N,ES,H,25.0,860.0,0.0,     34,1.0,1.0,I,S,S,KHE,N,OURENSE,85390.89,03 - UNIVERSITARIO,0,0,0,1
N,ES,V,26.0,860.0,0.0,     34,1.0,1.0,I,S,N,KHE,N,CACERES,86740.65,03 - UNIVERSITARIO,0,0,0,1
N,ES,H,25.0,860.0,0.0,     34,1.0,1.0,I,S,N,KHE,N,MALAGA,67900.86,03 - UNIVERSITARIO,0,0,0,1
N,ES,H,24.0,860.0,0.0,     34,1.0,1.0,I,S,N,KHE,N,MADRID,86740.65,03 - UNIVERSITARIO,0,0,0,1
N,ES,H,23.0,860.0,0.0,     34,1.0,1.0,A,S,N,KHD,N,CORDOBA,164503.41,03 - UNIVERSITARIO,0,0,0,1
N,ES,H,24.0,860.0,0.0,     34,1.0,1.0,I,S,N,KHE,N,"CORUÑA, A",63846.24000000001,03 - UNIVERSITARIO,0,0,0,1
N,ES,H,22.0,860.0,0.0,     34,1.0,1.0,I,S,N,KHE,N,"CORUÑA, A",86740.65,03 - UNIVERSITARIO,0,0,0,1
N,ES,V,24.0,860.0,0.0,     34,1.0,1.0,I,S,N,KHE,N,OURENSE,81839.76,03 - UNIVERSITARIO,0,0,0,1
N,ES,V,22.0,860.0,0.0,     34,1.0,1.0,I,S,N,KHE,N,MALAGA,60743.7,03 - UNIVERSITARIO,0,0,0,1
N,ES,V,35.0,860.0,0.0,     34,1.0,1.0,I,S,N,KHD,N,CORDOBA,68839.5,02 - PARTICULARES,0,0,0,0
