category,cost,clicks,leads,orders,revenue
search,0.0748,3,0,0,0.0
social,7.2244,46,1,7,795.1716
social,0.0537,0,0,0,0.0
influencer,0.3899,1,0,2,3.8661
influencer,1.6424,11,0,0,0.0
search,0.0119,0,0,0,0.0
jkl,0.0349,0,0,0,0.0
social,3.0678,26,0,0,0.0
social,1.6111,67,1,0,0.0
social,0.2593,27,0,0,0.0
social,0.011,0,0,0,0.0
influencer,0.6996,4,0,0,0.0
social,0.4107,2,0,0,0.0
search,2.1059,68,1,1,28.6184
jkl,0.2048,10,0,0,0.0
jkl,0.1369,6,0,1,166.1754
search,0.3309,23,0,0,0.0
jkl,2.1251,33,0,17,1457.4813
influencer,0.0131,0,0,0,0.0
social,0.0205,0,0,0,0.0
influencer,7.0494,36,0,56,2850.0015
,0.004,0,0,0,0.0
social,0.0019,0,0,0,0.0
search,4.144,41,0,3,12.8346
influencer,0.1628,2,0,0,0.0
jkl,0.6226,2,0,3,26.5805
search,0.1046,4,0,0,0.0
social,9.044,89,2,6,254.9354
influencer,0.0012,0,0,0,0.0
influencer,0.423,6,0,0,0.0
influencer,0.0175,0,0,0,0.0
influencer,0.9935,39,0,1,723.3025
social,3.8287,27,0,2,596.0323
social,0.6951,26,0,0,0.0
social,0.0183,0,0,0,0.0
social,0.0007,1,0,0,0.0
jkl,29.3397,657,17,221,11749.0646
jkl,0.7948,41,1,0,0.0
jkl,0.1089,1,0,0,0.0
jkl,0.0244,0,0,0,0.0
social,0.5362,24,0,0,0.0
influencer,0.085,1,0,0,0.0
influencer,394.4119,9688,230,2728,128846.3259
jkl,6.0209,99,2,28,1445.3498
influencer,2.0089,30,0,1,33.4155
influencer,0.0078,0,0,0,0.0
search,0.0171,0,0,0,0.0
social,1.5303,93,2,0,0.0
search,1.3715,130,3,0,0.0
search,0.2061,1,0,0,0.0
jkl,0.0081,0,0,0,0.0
jkl,0.0036,0,0,0,0.0
influencer,0.0036,0,0,0,0.0
social,0.0003,0,0,0,0.0
jkl,0.1031,0,0,0,0.0
social,59.4457,3368,81,59,4603.7777
social,17.2793,165,4,32,2598.6469
social,0.1928,17,0,0,0.0
media,29378.3,12591,68,13,51753.0
social,180.828,760,18,861,46039.7699
search,0.0458,0,0,0,0.0
social,2.1735,130,3,0,0.0
influencer,31.5055,308,8,192,7919.696
jkl,0.498,10,0,0,0.0
social,1.636,104,2,0,0.0
social,66.3274,435,9,295,13569.2693
social,5.3785,78,2,6,263.2315
social,465.4819,2610,67,831,42156.1678
social,9.5479,95,2,4,704.815
social,0.7249,10,0,0,0.0
search,0.1472,14,0,0,0.0
search,0.3905,20,0,1,5.1667
influencer,0.0053,0,0,0,0.0
social,8.0558,119,2,16,596.5732
search,0.1194,1,0,1,63.9516
social,14.3203,156,3,19,1113.0667
social,42.4223,233,5,285,11808.2774
influencer,2.3111,85,2,0,0.0
social,0.9458,6,0,0,0.0
jkl,0.7767,2,0,0,0.0
search,2.8545,46,1,3,236.1264
influencer,0.1363,0,0,0,0.0
social,0.1694,11,0,0,0.0
influencer,0.0098,0,0,0,0.0
influencer,0.5534,26,0,5,286.4769
influencer,0.166,4,0,0,0.0
social,3.2799,240,5,0,0.0
search,0.1871,12,0,0,0.0
influencer,17.7587,163,4,80,2027.4236
social,6.0006,330,7,5,283.6754
jkl,1.1627,8,0,1,119.6275
social,1.2122,70,1,0,0.0
social,0.8923,18,0,0,0.0
social,0.0032,1,0,0,0.0
influencer,0.0275,0,0,0,0.0
social,0.0712,2,0,0,0.0
influencer,0.5889,11,0,0,0.0
search,0.2015,27,0,0,0.0
search,13.6706,350,8,9,1284.1896
influencer,0.2397,3,0,0,0.0
search,0.3979,36,0,1,37.0553
influencer,0.0938,1,0,0,0.0
social,0.2246,4,0,1,17.4191
influencer,0.0176,0,0,0,0.0
jkl,0.3028,12,0,0,0.0
jkl,0.108,0,0,0,0.0
social,111.4928,557,14,428,18127.6689
influencer,0.2515,1,0,0,0.0
search,3.8192,31,0,13,913.5225
jkl,3.3958,146,3,8,373.9086
influencer,0.4324,18,0,0,0.0
social,230.9345,1115,28,508,24431.8825
social,3.0,21,0,0,0.0
jkl,0.0056,0,0,0,0.0
search,0.6971,2,0,1,90.0916
jkl,0.0097,0,0,0,0.0
social,3.7096,33,0,2,213.7156
jkl,0.0324,0,0,0,0.0
search,0.083,6,0,0,0.0
jkl,0.0483,3,0,0,0.0
influencer,1.2374,23,0,0,0.0
search,2.1675,43,1,0,0.0
social,0.7071,31,0,0,0.0
search,0.0024,0,0,0,0.0
search,0.19,2,0,0,0.0
influencer,1.0376,56,1,0,0.0
,0.0008,0,0,0,0.0
jkl,0.0052,0,0,0,0.0
social,0.0521,1,0,0,0.0
social,0.0163,0,0,0,0.0
influencer,272.2919,2495,61,905,40793.4204
influencer,1.8908,93,2,2,96.2716
jkl,0.5839,3,0,1,270.2259
influencer,0.198,0,0,0,9.2305
media,79987.7,4203,142,27,90504.0
jkl,0.003,0,0,0,0.0
search,0.4843,41,0,0,0.0
jkl,0.0523,1,0,0,0.0
influencer,0.0836,0,0,0,0.0
influencer,0.3618,3,0,5,94.7996
search,0.5795,4,0,0,0.0
social,0.0004,0,0,0,0.0
influencer,0.0396,0,0,0,0.0
jkl,1.4705,14,0,3,69.6933
social,28.6071,987,26,19,1849.7007
social,10317.0,2701,19,3,19800.0
search,0.191,0,0,0,0.0
jkl,0.124,0,0,0,0.0
search,0.0132,0,0,0,0.0
social,2.3855,7,0,11,830.3587
influencer,2.0354,80,1,1,16.323
,0.0008,0,0,0,0.0
social,24.679,1948,53,19,2102.7508
jkl,0.1169,0,0,0,0.0
jkl,0.2822,3,0,0,0.0
search,3.1202,90,2,1,49.5428
social,2.6262,107,2,0,0.0
jkl,0.0003,0,0,0,0.0
influencer,0.0325,0,0,0,0.0
jkl,0.0161,0,0,0,0.0
social,2.5325,18,0,0,0.0
search,0.9002,35,0,1,62.2092
search,84.0981,412,11,171,9132.6561
social,0.678,12,0,3,11.3264
influencer,196.2842,1244,28,931,42196.8841
social,2.5699,30,0,1,78.158
social,11.641,303,7,2,99.1981
jkl,0.0014,0,0,0,0.0
social,1.9487,88,2,0,0.0
jkl,0.0239,0,0,0,0.0
jkl,0.2017,13,0,2,40.7832
jkl,0.0015,0,0,0,0.0
search,25.9816,1011,24,9,1376.0583
influencer,243.7887,12101,307,226,18900.4435
search,17.0182,436,11,13,831.909
social,3.7842,157,3,1,105.9406
influencer,21.4405,744,19,84,8091.7356
influencer,5.6206,68,1,6,1123.4359
search,0.0096,0,0,0,0.0
search,0.4919,29,0,0,0.0
jkl,0.0796,0,0,0,0.0
jkl,7.5902,77,1,17,625.904
social,1.8775,71,1,3,53.2991
jkl,8.4749,665,17,11,1032.9583
jkl,0.0489,1,0,0,0.0
social,8.8753,62,1,9,446.8068
jkl,0.0027,0,0,0,0.0
jkl,0.0008,0,0,0,0.0
search,1.4341,10,0,0,0.0
search,0.3858,5,0,0,0.0
influencer,0.2775,11,0,0,0.0
,0.0078,0,0,0,0.0
influencer,0.019,0,0,0,0.0
social,3.3992,218,5,1,4.1358
jkl,2.8179,47,1,3,155.6766
search,1.779,70,1,0,0.0
influencer,0.0845,2,0,0,0.0
influencer,3.5858,126,3,0,0.0
search,0.0153,0,0,0,0.0
jkl,1.1994,26,0,0,0.0
jkl,0.3553,4,0,0,0.0
jkl,0.0265,0,0,0,0.0
search,0.0154,0,0,0,0.0
search,0.328,0,0,0,0.0
search,2.5913,14,0,4,96.1884
social,2.3242,139,3,1,91.2393
jkl,0.0022,0,0,0,0.0
social,0.0735,0,0,0,0.0
influencer,0.0674,1,0,0,0.0
influencer,0.2273,6,0,0,0.0
search,0.2182,1,0,0,0.0
jkl,2.7072,103,2,2,519.711
influencer,0.1045,4,0,0,0.0
social,43.4084,298,7,327,19155.4816
search,0.0033,0,0,0,0.0
influencer,18.9384,176,4,44,1509.4761
jkl,0.252,2,0,5,284.5577
influencer,0.0128,0,0,0,0.0
influencer,0.0003,0,0,0,0.0
search,1.0681,15,0,1,13.6078
search,0.0628,0,0,0,0.0
social,0.3419,5,0,0,0.0
influencer,0.0012,0,0,0,0.0
jkl,0.019,0,0,0,0.0
influencer,9.398,55,1,56,2551.9575
jkl,0.003,0,0,0,0.0
influencer,0.1828,5,0,0,0.0
search,1.3763,85,1,1,115.0671
influencer,0.0637,0,0,0,0.0
influencer,33.858,126,3,83,3500.9496
social,0.0,0,0,0,0.0
social,0.0002,0,0,0,0.0
social,1.3378,90,2,0,0.0
social,10.1765,158,4,36,945.3057
jkl,0.0217,0,0,0,0.0
social,2.0743,158,3,0,0.0
jkl,0.017,1,0,0,0.0
social,0.0018,0,0,0,0.0
search,0.5299,17,0,0,0.0
social,0.4107,10,0,0,0.0
jkl,0.0897,1,0,0,0.0
social,0.4219,17,0,0,0.0
social,0.0018,0,0,0,0.0
influencer,3.2836,149,3,0,0.0
influencer,0.0236,0,0,0,0.0
social,0.1342,0,0,0,0.0
jkl,0.0013,0,0,0,0.0
social,0.0381,0,0,0,0.0
influencer,0.0012,0,0,0,0.0
social,0.2124,2,0,0,0.0
search,4.1087,48,1,4,73.37
,0.0048,0,0,0,0.0
influencer,14.3316,161,4,19,1858.2109
jkl,0.0327,0,0,0,0.0
social,2.7314,76,1,0,0.0
social,0.4469,4,0,0,0.0
social,4.2369,164,4,0,0.0
social,0.4183,37,0,0,0.0
influencer,0.7124,5,0,1,34.2298
jkl,0.0974,1,0,0,0.0
social,0.0001,0,0,0,0.0
jkl,0.006,0,0,0,0.0
jkl,0.4913,9,0,1,17.9411
jkl,0.0003,0,0,0,0.0
influencer,0.0017,0,0,0,0.0
search,47.6241,335,8,79,4306.966
influencer,0.0344,0,0,0,0.0
jkl,1.5946,15,0,2,480.0659
social,0.0173,0,0,0,0.0
social,1.3753,98,2,1,418.4086
search,0.0102,0,0,0,0.0
search,85.4952,427,9,121,5734.519
search,0.0283,0,0,0,0.0
social,4.3905,210,5,0,0.0
influencer,149279.0,11993,267,38,224542.0
influencer,21.9056,645,15,15,758.6647
influencer,25.018,2040,54,15,1353.2279
influencer,0.0065,0,0,0,0.0
influencer,0.0853,1,0,0,0.0
search,0.0983,9,0,0,0.0
jkl,0.0079,0,0,0,0.0
search,0.3213,25,0,0,0.0
social,11.6833,109,2,26,1673.7551
social,3.5793,42,0,2,160.8756
search,0.7719,9,0,0,0.0
social,0.0,0,0,0,0.0
social,9.5097,117,3,14,1308.0216
search,0.1268,2,0,0,0.0
jkl,0.0897,0,0,0,0.0
search,0.0969,9,0,0,0.0
search,1.6137,56,1,0,0.0
search,1.1223,74,1,0,0.0
jkl,0.0015,0,0,0,0.0
influencer,4.8323,35,0,4,131.1247
,0.0027,0,0,0,0.0
influencer,0.0205,0,0,0,0.0
influencer,0.0008,0,0,0,0.0
social,0.4182,2,0,0,0.0
search,0.0081,0,0,0,0.0
social,4.4906,213,5,5,253.3222
search,92.1778,469,11,175,7042.2241
social,0.0005,0,0,0,0.0
social,0.0255,1,0,0,0.0
social,0.1744,6,0,0,0.0
influencer,0.2855,1,0,5,75.6341
search,2.507,18,0,1,35.773
influencer,54.8392,1560,41,35,2209.8942
influencer,0.1481,1,0,0,0.0
search,14.266,755,19,10,356.9559
social,0.0053,1,0,0,0.0
,0.004,0,0,0,0.0
jkl,0.0006,0,0,0,0.0
social,0.9441,10,0,2,70.7489
social,0.0203,0,0,0,0.0
search,0.0099,0,0,0,0.0
social,0.0349,4,0,0,0.0
search,0.6363,16,0,6,406.7469
search,0.0106,0,0,0,0.0
,0.0064,0,0,0,0.0
jkl,0.0323,0,0,0,0.0
search,9.9628,151,3,49,2210.2916
jkl,0.095,0,0,0,0.0
influencer,0.0252,0,0,0,0.0
jkl,4.3907,52,1,67,2711.0418
influencer,0.4975,7,0,0,0.0
social,3.365,171,4,1,68.2057
search,0.0196,1,0,0,0.0
social,4.8533,65,1,4,52063.9268
search,0.3234,8,0,0,0.0
search,0.0583,1,0,0,0.0
social,0.0076,0,0,0,0.0
influencer,0.2097,5,0,0,0.0
influencer,0.0601,1,0,1,69.1309
,0.0016,0,0,0,0.0
search,0.0955,1,0,0,0.0
influencer,0.175,0,0,0,0.0
social,0.3869,7,0,1,186.2233
social,116.3287,579,13,684,30593.607
search,0.2751,0,0,0,0.0
jkl,0.0007,0,0,0,0.0
search,2.8,39,1,23,1492.7133
jkl,0.0308,0,0,0,0.0
search,5.4525,29,0,6,561.1871
search,0.1716,11,0,0,0.0
jkl,0.3899,3,0,0,0.0
search,0.1067,7,0,0,0.0
jkl,4.0976,26,0,14,897.4701
influencer,0.8615,40,0,1,40.0533
social,13.5803,187,4,20,1490.6769
jkl,1.7733,31,0,10,331.0822
jkl,0.001,0,0,0,0.0
influencer,12.4486,37,1,11,605.8301
jkl,1.5983,7,0,2,65.9251
influencer,12.7398,118,2,14,1938.7059
search,0.1394,10,0,0,0.0
influencer,6.3553,79,1,11,914.6616
social,0.1938,12,0,0,0.0
social,2.897,45,1,6,206.0999
influencer,0.4923,12,0,1,43.0148
influencer,0.0521,0,0,0,0.0
jkl,0.0224,0,0,0,0.0
influencer,2.5422,68,1,3,482.3389
social,40.6554,2697,68,32,2240.3984
search,0.0834,1,0,0,0.0
social,2.8352,28,0,1,102.6086
influencer,0.0858,0,0,0,0.0
influencer,0.0238,0,0,0,0.0
social,2.6583,188,4,5,266.0729
search,46.6034,253,6,65,4317.6011
social,17.4255,78,1,47,3659.2621
influencer,0.6146,12,0,0,0.0
jkl,0.0167,0,0,0,0.0
social,1.0107,61,1,0,0.0
influencer,0.7478,4,0,0,0.0
jkl,0.0386,0,0,0,0.0
,0.0016,0,0,0,0.0
social,0.4732,0,0,0,0.0
influencer,0.046,0,0,0,0.0
jkl,0.0551,1,0,0,0.0
influencer,0.2659,13,0,0,0.0
jkl,0.0342,1,0,3,144.4067
social,11.1096,147,3,13,857.0906
social,0.0768,3,0,0,0.0
search,0.0011,0,0,0,0.0
search,0.874,39,0,0,0.0
search,21.1146,908,20,7,626.3721
social,0.5707,1,0,0,0.0
social,7.3539,61,1,6,475.6023
search,2.2437,21,0,1,43.0748
influencer,1.0934,14,0,0,0.0
jkl,0.0891,1,0,0,0.0
social,95.2378,478,13,209,11052.352
social,0.0114,1,0,0,0.0
,0.0006,0,0,0,0.0
social,39.7955,2571,58,35,2936.6442
social,1.1779,57,1,0,0.0
influencer,9.4582,27,0,17,583.2293
,0.056,0,0,0,0.0
influencer,0.7436,12,0,0,0.0
search,14.8994,106,2,17,769.7842
influencer,5.922,189,5,5,793.6833
social,9.1528,81,2,21,1061.4776
social,0.002,3,0,0,0.0
search,37.0145,227,5,66,3128.2297
social,23.4219,309,8,31,2749.2091
social,68.1335,798,19,414,18967.9326
influencer,1.0338,60,1,0,0.0
jkl,0.0101,0,0,0,0.0
social,362.201,1555,41,556,28868.2869
social,0.1314,10,0,0,0.0
social,296.8451,1497,41,612,21701.8865
search,0.0031,0,0,0,0.0
influencer,0.0297,0,0,0,0.0
jkl,0.0178,0,0,0,0.0
search,0.119,1,0,0,0.0
social,37.5251,264,6,157,8071.4877
search,0.1459,2,0,0,0.0
social,170.2927,868,23,629,31124.8214
influencer,8.2749,224,6,47,1905.5329
search,1.3702,26,0,3,109.8677
influencer,18.1231,498,12,64,3798.4902
social,8.6388,139,3,11,702.4032
social,3.8507,274,7,0,0.0
jkl,0.0257,0,0,0,0.0
influencer,0.7843,41,0,0,0.0
search,0.3185,7,0,0,0.0
social,0.0033,1,0,0,0.0
,0.0016,0,0,0,0.0
,0.0024,0,0,0,0.0
jkl,0.009,0,0,0,0.0
search,0.0456,0,0,0,0.0
search,1.2444,12,0,1,6.5915
social,61.1666,244,6,218,8647.2944
jkl,0.0007,0,0,0,0.0
social,69.6979,342,8,219,9430.6405
social,1.4933,101,2,0,0.0
search,2.3432,60,1,0,0.0
media,179519.0,8391,302,60,196680.0
influencer,0.6753,10,0,0,0.0
jkl,0.1229,2,0,0,0.0
influencer,0.3999,6,0,0,0.0
social,2.4737,54,1,2,65.3436
social,3.0485,103,2,1,34.9324
influencer,49.3001,1434,34,436,20309.1481
social,0.3566,4,0,0,0.0
social,0.1926,4,0,0,0.0
search,0.0088,0,0,0,0.0
social,3.9229,284,7,0,0.0
social,0.1979,1,0,0,0.0
search,0.2626,6,0,0,0.0
influencer,0.7684,2,0,0,0.0
influencer,272.2507,6666,164,2208,100614.3206
search,0.4357,6,0,0,0.0
search,9.8625,41,0,39,2805.7177
jkl,0.0138,0,0,0,0.0
influencer,0.0308,0,0,0,0.0
social,1.023,56,1,1,12.5086
social,0.0047,0,0,0,0.0
social,0.4017,3,0,0,0.0
search,0.3031,10,0,0,0.0
jkl,0.017,0,0,0,0.0
social,478.8989,1632,43,1194,67714.1586
influencer,0.6013,38,0,0,0.0
jkl,1.3266,18,0,2,31.7378
search,0.4267,8,0,0,0.0
influencer,0.0022,0,0,0,0.0
influencer,0.7112,38,0,0,0.0
influencer,299.0884,3253,77,1155,47838.2026
search,0.1845,1,0,0,0.0
influencer,0.0172,0,0,0,0.0
social,0.0013,0,0,0,0.0
search,0.3593,27,0,0,0.0
influencer,0.1748,2,0,0,0.0
jkl,0.0181,0,0,0,0.0
search,0.9321,73,1,0,0.0
,0.004,0,0,0,0.0
search,0.4881,6,0,0,0.0
search,5.0463,275,7,1,132.3184
search,19.4855,138,3,22,1106.1977
jkl,0.0063,0,0,0,0.0
influencer,0.1176,0,0,0,0.0
social,78958.3,9898,226,12,59772.0
influencer,0.0019,0,0,0,0.0
influencer,3.4383,114,2,1,27.2887
social,111.0989,576,14,584,24475.4712
social,0.0176,0,0,0,0.0
jkl,0.0401,2,0,0,0.0
search,0.9364,11,0,0,0.0
social,0.0025,1,0,0,0.0
jkl,0.0136,0,0,0,0.0
jkl,0.0447,0,0,0,0.0
jkl,0.0006,0,0,0,0.0
jkl,1.0041,16,0,0,0.0
jkl,0.0201,0,0,0,0.0
social,0.0129,1,0,0,0.0
search,0.3349,3,0,0,0.0
social,0.0199,0,0,0,0.0
jkl,0.0119,0,0,0,0.0
jkl,0.1735,4,0,0,0.0
,0.0016,0,0,0,0.0
jkl,5.1022,215,5,9,1540.5742
,0.016,0,0,0,0.0
social,197.476,698,17,333,18597.4586
,0.0008,0,0,0,0.0
search,2.2344,27,0,5,425.0594
jkl,6.8234,85,2,72,4207.1756
social,4.6793,204,4,0,0.0
influencer,0.352,0,0,0,0.0
jkl,0.1606,9,0,5,333.2911
search,12.9764,57,1,31,3262.128
social,0.3212,29,0,0,0.0
jkl,0.0565,6,0,0,0.0
social,2.1436,168,3,20,1290.4286
jkl,0.0025,0,0,0,0.0
jkl,0.0236,0,0,0,0.0
jkl,0.0402,0,0,0,0.0
social,0.0001,0,0,0,0.0
influencer,0.4505,10,0,0,0.0
,0.0096,0,0,0,0.0
search,0.5208,18,0,0,0.0
social,0.0129,0,0,0,0.0
jkl,0.0831,2,0,0,0.0
search,0.2521,9,0,0,0.0
search,0.0489,0,0,0,0.0
social,7.5703,107,2,26,1260.9872
jkl,0.0023,3,0,0,0.0
social,108.1718,667,17,630,32204.1446
social,0.0124,0,0,0,0.0
search,0.016,0,0,0,0.0
jkl,0.4919,4,0,0,0.0
jkl,0.9842,25,0,3,249.1551
search,0.0141,0,0,0,0.0
search,0.0017,0,0,0,0.0
jkl,0.0007,0,0,0,0.0
jkl,0.0008,0,0,0,0.0
influencer,0.0272,0,0,0,0.0
jkl,0.6901,17,0,0,0.0
,0.0008,0,0,0,0.0
social,0.3183,3,0,1,56.5944
social,0.6173,2,0,5,77.8276
search,0.2617,13,0,1,71.9562
influencer,0.0073,0,0,0,0.0
influencer,0.0012,0,0,0,0.0
jkl,0.2936,3,0,0,0.0
jkl,0.0038,0,0,0,0.0
jkl,0.0035,0,0,0,0.0
social,0.0183,0,0,0,0.0
influencer,0.0376,0,0,0,0.0
influencer,1.3313,17,0,0,0.0
social,151.7973,735,17,755,40984.9658
jkl,0.0419,0,0,0,0.0
search,0.0745,1,0,0,0.0
influencer,1.4379,18,0,0,0.0
influencer,0.0022,0,0,0,0.0
search,1.0733,41,1,0,0.0
search,0.4168,0,0,1,55.278
influencer,0.0311,1,0,0,0.0
jkl,0.393,25,0,2,154.1409
influencer,0.0004,0,0,0,0.0
media,16706.4,2099,42,6,23886.0
search,0.9456,12,0,1,52.9139
social,2.5126,190,4,8,74.1036
search,0.1419,4,0,0,0.0
influencer,0.0939,0,0,0,0.0
influencer,1.8962,88,2,7,155.0264
jkl,0.0057,0,0,0,0.0
search,0.0021,0,0,0,0.0
social,79.3017,5323,125,63,38386.9424
search,0.1415,4,0,0,0.0
social,5.9142,62,1,2,9.5264
influencer,2.699,64,1,3,292.8932
search,0.0034,0,0,0,0.0
search,2.8899,16,0,3,205.0428
influencer,0.016,0,0,0,0.0
influencer,0.2302,4,0,0,0.0
influencer,0.414,37,0,0,0.0
search,0.3228,5,0,1,15.7233
social,3.4453,192,4,3,61.1057
search,4.6129,50,1,25,1055.3934
social,0.234,6,0,0,0.0
jkl,0.0032,0,0,0,0.0
social,241.6224,807,20,637,35148.0894
jkl,0.0905,0,0,0,0.0
influencer,6.5363,47,1,34,1169.0199
social,0.2658,11,0,0,0.0
search,0.0103,0,0,0,0.0
social,4.9349,53,1,6,557.3584
influencer,1.4949,11,0,0,0.0
social,7.3535,55,1,10,508.3789
jkl,0.1162,0,0,0,0.0
social,62272.6,3302,108,9,44829.0
search,0.285,19,0,0,0.0
jkl,0.0075,0,0,0,0.0
jkl,0.0091,0,0,0,0.0
search,0.6815,9,0,7,1145.8085
search,0.0023,0,0,0,0.0
influencer,10.949,1122,29,6,485.9417
jkl,0.0005,0,0,0,0.0
influencer,0.0098,0,0,0,0.0
influencer,0.0193,0,0,0,0.0
influencer,1.0892,25,0,0,0.0
search,0.2807,12,0,0,0.0
social,93.3331,895,20,531,26061.986
social,20.9511,90,2,69,3741.3616
search,3.5418,32,0,24,1235.2464
search,0.0029,0,0,0,0.0
,0.0008,0,0,0,0.0
influencer,0.4395,11,0,0,0.0
search,23.1867,124,3,16,1288.8975
jkl,0.0053,0,0,0,0.0
search,1.1231,32,0,0,0.0
influencer,21.312,128,3,72,2314.5776
social,6.5679,96,2,4,252.5053
jkl,0.0006,0,0,0,0.0
jkl,0.0221,0,0,0,0.0
jkl,0.019,2,0,0,0.0
social,0.0001,0,0,0,0.0
jkl,0.3266,9,0,5,207.6475
jkl,0.0518,1,0,0,0.0
jkl,1.6206,43,1,6,321.984
social,0.3585,30,0,0,0.0
social,8.1399,49,1,14,995.1886
search,0.953,2,0,0,0.0
jkl,1.0324,5,0,0,0.0
search,0.4471,3,0,14,234.5455
social,0.0171,1,0,1,33.7348
social,0.002,0,0,0,0.0
social,2.3837,101,2,0,0.0
influencer,0.0096,0,0,0,0.0
social,3.2418,193,4,3,193.6617
social,1555.96,296,3,1,3993.0
search,0.0292,2,0,0,0.0
social,235.7281,1387,35,659,31869.3305
social,7.7584,109,2,8,364.2366
search,0.9895,53,1,1,25.7768
jkl,0.0093,0,0,0,0.0
jkl,0.0102,0,0,0,0.0
jkl,0.1133,1,0,1,216.9484
influencer,0.0348,0,0,0,0.0
influencer,0.0089,0,0,0,0.0
jkl,0.4278,14,0,0,0.0
search,1.1164,19,0,0,0.0
jkl,0.0121,0,0,0,0.0
social,0.3209,9,0,0,0.0
search,0.1568,3,0,0,0.0
search,0.745,4,0,0,0.0
search,19.7963,140,3,26,1921.272
social,5.8409,409,10,5,1198.1592
influencer,347.9205,7349,183,3369,170846.5745
search,0.1821,2,0,0,0.0
search,0.493,13,0,5,110.7039
influencer,0.0171,0,0,0,0.0
influencer,0.0212,0,0,0,0.0
jkl,0.121,0,0,0,0.0
influencer,0.1692,6,0,0,0.0
jkl,0.0006,0,0,0,0.0
jkl,0.1204,0,0,0,0.0
,0.0024,0,0,0,0.0
social,0.1225,7,0,0,0.0
jkl,0.703,16,0,0,0.0
jkl,0.1505,0,0,0,0.0
social,0.0148,1,0,0,0.0
jkl,0.2601,7,0,0,0.0
social,5.0077,68,1,12,1342.304
influencer,0.1792,0,0,0,0.0
influencer,222.5647,5702,132,1667,78091.1589
social,0.0068,0,0,0,0.0
search,0.0054,0,0,0,0.0
influencer,7.2444,94,2,15,1467.077
search,11.7018,70,1,46,3327.8199
search,0.0056,0,0,0,0.0
search,0.4453,1,0,0,0.0
jkl,1.1645,11,0,13,551.1068
influencer,1.6779,67,1,5,193.5912
influencer,6.294,69,1,31,1344.5879
social,0.0353,0,0,0,0.0
search,0.634,2,0,0,0.0
social,202.6187,1534,37,574,24331.8723
search,0.1079,1,0,0,0.0
search,0.3486,4,0,0,0.0
influencer,4.8819,112,2,0,0.0
influencer,5.5162,55,1,7,380.3099
social,172.7892,819,22,868,41450.9921
search,0.013,0,0,0,0.0
search,0.1295,2,0,0,0.0
search,21.6513,161,3,38,1511.4803
influencer,0.265,3,0,0,0.0
search,1.1067,31,0,2,157.418
search,0.0067,0,0,0,0.0
social,2.8157,15,0,15,1272.0537
jkl,0.3027,0,0,0,0.0
jkl,0.1412,2,0,0,0.0
influencer,35.6111,210,4,216,8538.5443
jkl,0.0119,1,0,0,0.0
social,3.6141,39,1,5,547.6954
social,0.0007,0,0,0,0.0
influencer,0.0011,0,0,0,0.0
,0.0016,0,0,0,0.0
social,0.0012,0,0,0,0.0
social,0.0066,0,0,0,0.0
influencer,23.2523,1329,36,25,2064.6624
social,0.0144,0,0,0,0.0
search,2.2116,70,1,1,25.9386
search,1.5838,53,1,0,0.0
influencer,0.1941,11,0,0,0.0
influencer,1.841,62,1,0,0.0
influencer,0.0501,0,0,0,0.0
jkl,0.0078,0,0,0,0.0
search,0.08,0,0,0,0.0
influencer,9.6657,84,2,8,540.9031
social,0.6133,49,1,0,0.0
social,95.1035,394,10,300,16360.202
influencer,269.9894,2439,55,1082,48223.3338
social,4.0233,174,4,1,68.4209
search,18.0148,142,3,103,7274.839
influencer,0.0611,0,0,0,0.0
social,14.8813,138,3,15,1413.1205
search,0.5625,12,0,0,0.0
jkl,0.0032,0,0,0,0.0
influencer,15.1314,202,4,34,2610.1872
search,0.2028,1,0,1,5.7194
social,12.9434,112,2,13,431.1761
social,6.1095,74,1,7,599.4337
social,0.0027,0,0,0,0.0
social,0.0153,0,0,0,0.0
,0.0016,0,0,0,0.0
influencer,0.3154,2,0,0,0.0
search,0.1558,5,0,0,0.0
social,1.5144,5,0,7,507.1693
jkl,0.0067,0,0,0,0.0
search,1.3391,67,1,0,0.0
social,0.6228,6,0,0,0.0
social,115389.0,13206,143,17,82909.0
social,0.0026,0,0,0,0.0
search,1.412,17,0,3,62.4463
influencer,0.5961,0,0,0,0.0
influencer,4.2452,40,0,0,0.0
social,20.9735,83,1,53,2376.0729
search,0.8805,4,0,1,68.7451
jkl,0.0006,0,0,0,0.0
search,0.0976,2,0,0,0.0
influencer,41.5739,1123,28,30,1888.2901
social,0.6575,2,0,1,77.2564
search,0.0057,0,0,0,0.0
social,95.8786,438,11,489,20170.2162
social,0.016,0,0,0,0.0
social,3.249,189,4,3,238.8474
jkl,0.3408,24,0,0,0.0
social,254.14,503,3,0,0.0
search,1.7621,27,0,3,48.1375
jkl,0.002,0,0,0,0.0
jkl,0.1473,2,0,0,0.0
search,0.0507,0,0,0,0.0
search,0.0436,1,0,0,0.0
jkl,0.0863,2,0,0,0.0
influencer,0.2592,10,0,0,0.0
social,0.0143,3,0,0,0.0
influencer,0.1444,3,0,0,0.0
influencer,125.5927,3329,76,1783,90017.9097
social,6.3631,90,2,22,1057.3678
search,0.1254,6,0,0,0.0
jkl,0.052,0,0,0,0.0
social,5.7576,333,7,18,890.6888
social,0.2843,15,0,0,0.0
social,0.0009,0,0,0,0.0
