category,cost,clicks,leads,orders,revenue
jkl,0.2689,2,0,0,0.0
social,30.3404,132,3,42,2058.7637
search,0.0192,0,0,0,0.0
influencer,0.015,0,0,0,0.0
jkl,0.0016,0,0,0,0.0
social,0.0478,0,0,0,0.0
search,0.6403,4,0,0,0.0
influencer,0.7186,9,0,0,0.0
jkl,0.0224,0,0,0,0.0
social,0.988,14,0,2,182.2122
jkl,0.0092,0,0,0,0.0
search,84.0981,412,10,171,9132.6561
influencer,287.8603,2533,66,1034,53158.1619
jkl,15.2009,240,6,121,4554.2738
social,337.5558,1441,32,702,33501.6985
,0.007,0,0,0,0.0
search,0.2127,4,0,0,0.0
influencer,0.4379,2,0,1,1.7736
jkl,0.0982,0,0,0,0.0
social,0.7436,10,0,0,0.0
search,4.8025,34,0,0,0.0
influencer,12.4544,154,3,12,1641.6422
jkl,1.2645,27,0,5,555.8407
social,17.5068,120,2,32,2311.9728
social,0.1032,0,0,0,0.0
social,0.0027,0,0,0,0.0
search,0.3674,19,0,0,0.0
influencer,0.191,3,0,0,0.0
social,3.9221,171,3,4,55.6673
search,4.2102,193,4,4,104.0204
influencer,3.571,48,1,3,221.7689
social,36.4892,2152,52,33,3109.7867
search,0.9929,33,0,3,16.2178
influencer,15.9797,443,12,6,220.1912
jkl,0.9087,18,0,0,0.0
social,1.966,83,2,6,366.2787
search,11.1556,617,14,7,782.5453
influencer,156.6477,7881,215,107,9424.1959
jkl,7.5703,417,9,6,547.9266
social,27.3858,1072,25,23,1839.1407
jkl,0.0012,0,0,0,0.0
search,0.8228,36,0,1,5.3745
influencer,1.7677,75,1,1,18.4871
jkl,0.045,1,0,0,0.0
social,4.4593,202,5,2,134.6968
search,9.0629,285,7,8,972.3748
influencer,13.8025,1126,25,12,837.237
jkl,0.6563,12,0,0,0.0
social,45.1723,1945,51,37,1968.2383
search,0.0128,1,0,0,0.0
influencer,0.0008,0,0,0,0.0
social,0.0147,0,0,0,0.0
search,0.1404,1,0,0,0.0
influencer,0.0572,0,0,0,0.0
jkl,0.0013,0,0,0,0.0
social,0.1676,3,0,0,0.0
social,2.0824,172,4,2,33.7793
social,20.1854,1350,31,22,2227.6989
search,0.1319,12,0,0,0.0
influencer,0.1883,0,0,0,0.0
jkl,0.0123,0,0,0,0.0
social,0.2954,12,0,0,0.0
search,1.4802,44,0,1,47.9951
influencer,3.1702,85,2,1,20.0741
jkl,0.1285,11,0,0,0.0
social,3.7974,194,4,6,433.1658
search,1.3174,50,1,0,0.0
influencer,3.7694,55,1,4,110.9196
jkl,0.4571,12,0,0,0.0
social,2.5281,169,4,2,116.3445
,0.0024,0,0,0,0.0
search,15.9376,651,14,22,1104.0323
influencer,63.2503,1454,37,54,3737.3083
jkl,5.1022,215,5,9,1540.5742
social,38.5096,1917,46,42,4381.7661
,0.0086,0,0,0,0.0
social,0.0013,0,0,0,0.0
search,0.3486,3,0,1,99.2956
influencer,0.015,0,0,0,0.0
social,3.8909,30,0,4,380.8354
jkl,0.0022,0,0,0,0.0
search,0.2414,6,0,0,0.0
influencer,0.0256,0,0,0,0.0
social,1.0741,70,1,1,4.5415
jkl,0.001,0,0,0,0.0
search,0.6706,33,0,0,0.0
influencer,0.0471,0,0,0,0.0
social,4.7089,184,4,2,134.2708
,0.0006,0,0,0,0.0
search,1.0634,6,0,0,0.0
influencer,4.8711,60,1,5,1166.8919
jkl,1.2202,13,0,0,0.0
social,2.9317,16,0,1,25.0006
search,0.3368,9,0,0,0.0
influencer,1.5119,21,0,0,0.0
jkl,0.0642,2,0,0,0.0
social,0.3108,7,0,0,0.0
search,1.2653,45,1,0,0.0
influencer,5.0628,87,2,0,0.0
jkl,0.5534,10,0,0,0.0
social,1.4676,71,1,0,0.0
search,0.8801,12,0,1,11.5822
influencer,0.4509,5,0,0,0.0
jkl,0.0769,0,0,0,0.0
social,5.9142,62,1,2,9.5264
jkl,0.0026,0,0,0,0.0
search,0.4827,48,1,0,0.0
influencer,0.2751,8,0,0,0.0
jkl,0.0002,0,0,0,0.0
social,1.2302,84,2,0,0.0
jkl,0.0022,0,0,0,0.0
search,1.4113,88,2,0,0.0
influencer,0.7589,32,0,0,0.0
jkl,0.0099,0,0,0,0.0
social,4.7813,194,4,0,0.0
,0.0008,0,0,0,0.0
search,0.0106,0,0,0,0.0
influencer,0.0004,0,0,0,0.0
social,0.0059,0,0,0,0.0
search,0.003,0,0,0,0.0
influencer,0.0004,0,0,0,0.0
social,0.0023,0,0,0,0.0
search,0.0067,0,0,0,0.0
influencer,0.0016,0,0,0,0.0
social,0.0079,1,0,0,0.0
social,2.1293,42,1,3,1462.5081
social,0.3971,44,1,0,0.0
social,1.5183,127,3,0,0.0
search,0.1328,1,0,0,0.0
influencer,0.0593,0,0,0,0.0
jkl,0.0094,0,0,0,0.0
social,0.2504,2,0,0,0.0
search,0.1228,11,0,0,0.0
influencer,0.0247,0,0,0,0.0
social,0.0449,8,0,0,0.0
search,0.2767,20,0,0,0.0
influencer,0.0523,0,0,0,0.0
jkl,0.008,0,0,0,0.0
social,0.1627,8,0,2,274.7359
jkl,0.005,0,0,0,0.0
search,1.2928,14,0,0,0.0
influencer,1.0361,7,0,0,0.0
jkl,0.5563,1,0,0,0.0
social,3.4656,23,0,0,0.0
,0.0038,0,0,0,0.0
jkl,0.0006,0,0,0,0.0
search,0.3466,18,0,0,0.0
influencer,0.3016,0,0,0,0.0
jkl,0.0186,0,0,0,0.0
social,0.5513,35,0,0,0.0
,0.0032,0,0,0,0.0
jkl,0.0045,0,0,0,0.0
search,1.5542,49,1,0,0.0
influencer,1.0254,5,0,0,0.0
jkl,0.1393,2,0,0,0.0
social,2.394,121,3,0,0.0
,0.0024,0,0,0,0.0
social,0.0004,0,0,0,0.0
social,0.0008,1,0,0,0.0
jkl,0.0037,0,0,0,0.0
search,23.1867,124,3,16,1288.8975
influencer,24.7067,118,3,45,2174.4324
social,209.5279,1206,27,408,17383.0556
,0.0055,0,0,1,67.8397
search,0.1005,1,0,0,0.0
influencer,0.019,0,0,0,0.0
social,0.613,14,0,2,35.7016
search,1.5304,12,0,1,102.0811
influencer,0.7684,2,0,0,0.0
social,10.9469,147,3,13,311.969
search,42.504,212,5,50,3953.9064
influencer,376.8738,9588,226,2985,145953.0614
jkl,15.6198,226,6,116,5222.518
social,333.6981,1163,27,581,24997.6894
search,0.1191,7,0,0,0.0
influencer,1.0475,19,0,9,316.7998
jkl,0.1145,1,0,2,27.6369
social,0.4457,2,0,0,0.0
search,2.2639,40,1,5,156.6315
influencer,20.0941,773,20,68,4791.6608
jkl,1.2978,19,0,4,236.8095
social,14.2545,84,2,9,818.6341
jkl,0.0119,0,0,0,0.0
search,39.1453,173,4,71,4355.9519
influencer,38.9031,828,20,277,13333.0935
jkl,3.3134,23,0,5,87.7637
social,306.834,1497,37,741,42919.4024
search,0.1449,0,0,0,0.0
influencer,0.0928,2,0,0,0.0
jkl,0.0185,0,0,0,0.0
social,0.7969,12,0,7,309.07
jkl,0.002,0,0,0,0.0
search,2.5222,25,0,0,0.0
influencer,1.4067,95,2,4,89.0095
jkl,0.2836,2,0,0,0.0
social,16.0986,184,4,21,1198.3817
search,0.4471,3,0,14,234.5455
influencer,0.1957,0,0,0,0.0
jkl,0.0066,0,0,0,0.0
social,1.4092,3,0,1,45.6819
search,0.0024,0,0,0,0.0
social,0.0017,0,0,0,0.0
search,0.034,0,0,0,0.0
influencer,0.0068,0,0,0,0.0
jkl,0.0006,0,0,0,0.0
social,0.0766,1,0,0,0.0
social,124.8855,660,17,357,17313.5692
social,0.1855,4,0,2,24.06
social,5.8815,88,2,8,349.3714
search,9.8625,41,1,39,2805.7177
influencer,12.3891,117,2,43,3057.1073
jkl,0.2507,6,0,2,24.4217
social,31.0168,129,2,46,2064.2763
search,0.0066,0,0,0,0.0
influencer,0.0118,0,0,0,0.0
jkl,0.0003,0,0,0,0.0
social,0.0398,0,0,0,0.0
search,0.5693,1,0,0,0.0
influencer,0.5034,4,0,0,0.0
jkl,0.0217,1,0,0,0.0
social,1.5317,6,0,6,186.3022
jkl,0.025,0,0,0,0.0
search,79.8982,376,9,142,6320.8381
influencer,276.9714,2473,65,977,40838.4135
jkl,11.7014,168,4,137,5847.6601
social,323.0806,1409,33,748,57165.0942
,0.051,0,0,0,0.0
search,0.2355,3,0,0,0.0
influencer,0.3857,1,0,0,0.0
jkl,0.0689,1,0,0,0.0
social,0.6228,6,0,0,0.0
search,5.0028,48,1,3,45.756
influencer,11.2081,170,4,13,1261.5453
jkl,1.0512,16,0,5,302.1843
social,17.7436,153,3,15,395.8949
social,0.017,0,0,0,0.0
social,0.0156,0,0,0,0.0
jkl,0.0104,0,0,0,0.0
search,0.39,20,0,0,0.0
influencer,0.1555,1,0,0,0.0
social,3.3843,165,4,0,0.0
jkl,0.0015,0,0,0,0.0
search,4.2832,199,4,1,26.4503
influencer,3.2719,49,1,21,233.2862
social,31.2606,2167,51,34,1926.0785
search,0.9408,35,0,0,0.0
influencer,14.3735,331,7,6,641.3844
jkl,0.52,22,0,0,0.0
social,1.5812,76,1,1,23.9127
search,9.6584,739,17,14,951.2179
influencer,137.6482,7552,190,154,11554.2031
jkl,5.1426,306,7,7,876.9868
social,28.1005,885,24,25,1234.0241
jkl,0.0104,0,0,0,0.0
search,0.8308,40,1,0,0.0
influencer,1.3699,99,2,1,18.2995
jkl,0.0324,1,0,0,0.0
social,3.7027,223,5,0,0.0
jkl,0.0123,0,0,0,0.0
search,7.5126,362,8,5,104.3204
influencer,10.949,1122,26,6,485.9417
jkl,0.6359,4,0,3,648.4296
social,38.3566,1865,43,29,2591.9503
search,0.0129,1,0,0,0.0
influencer,0.0032,0,0,0,0.0
social,0.0126,0,0,0,0.0
search,0.132,0,0,0,0.0
influencer,0.0474,0,0,0,0.0
jkl,0.0006,0,0,0,0.0
social,0.1349,8,0,0,0.0
social,1.9143,166,3,2,75.2004
social,20.0516,1216,33,15,1208.6591
search,0.1377,7,0,0,0.0
influencer,0.1384,0,0,0,0.0
jkl,0.021,1,0,0,0.0
social,0.2394,7,0,0,0.0
search,1.1849,43,0,3,34.9688
influencer,2.5346,55,1,2,19.3177
jkl,0.1281,11,0,0,0.0
social,3.2372,139,3,1,62.8343
jkl,0.0104,0,0,0,0.0
search,1.2985,53,1,1,38.9167
influencer,3.2339,48,1,6,778.3215
jkl,0.3231,14,0,0,0.0
social,2.2424,143,3,0,0.0
jkl,0.0042,0,0,0,0.0
search,14.0527,642,16,23,1349.0622
influencer,56.1499,1413,33,63,3043.5132
jkl,3.4899,157,3,2,1113.3006
social,32.7957,2098,49,22,1627.177
,0.015,0,0,0,0.0
social,0.0012,0,0,0,0.0
social,0.0106,0,0,0,0.0
search,0.3029,3,0,0,0.0
influencer,0.0201,0,0,0,0.0
social,3.2466,28,0,0,0.0
jkl,0.0007,0,0,0,0.0
search,0.2385,13,0,0,0.0
influencer,0.0235,0,0,0,0.0
social,0.7905,40,1,0,0.0
search,0.5786,19,0,0,0.0
influencer,0.0537,0,0,0,0.0
social,3.4868,134,3,3,365.6105
,0.0027,0,0,0,0.0
search,0.8655,6,0,0,0.0
influencer,4.8323,35,0,4,131.1247
jkl,0.9231,0,0,0,0.0
social,2.8458,20,0,0,0.0
search,0.2459,12,0,0,0.0
influencer,1.4512,6,0,0,0.0
jkl,0.016,0,0,0,0.0
social,0.2308,4,0,0,0.0
search,0.8853,25,0,0,0.0
influencer,4.3716,69,1,1,141.3547
jkl,0.2322,4,0,0,0.0
social,1.0628,63,1,0,0.0
jkl,0.003,0,0,0,0.0
search,0.6987,11,0,2,234.3584
influencer,0.4217,7,0,2,90.4305
jkl,0.0669,0,0,0,0.0
social,4.7201,49,1,3,465.6026
jkl,0.0035,0,0,0,0.0
search,0.3619,48,1,0,0.0
influencer,0.1936,2,0,0,0.0
jkl,0.0002,0,0,0,0.0
social,0.9579,66,1,0,0.0
search,0.9909,85,2,1,5.0772
influencer,0.5479,52,1,0,0.0
jkl,0.0056,0,0,0,0.0
social,3.365,171,4,1,68.2057
search,0.0055,0,0,0,0.0
influencer,0.0004,0,0,0,0.0
social,0.0098,0,0,0,0.0
search,0.0008,0,0,0,0.0
influencer,0.0004,0,0,0,0.0
social,0.0015,0,0,0,0.0
search,0.0047,1,0,0,0.0
influencer,0.002,0,0,0,0.0
social,0.0042,0,0,0,0.0
social,1.8679,23,0,0,0.0
social,0.3507,25,0,0,0.0
social,1.3733,75,1,0,0.0
search,0.1165,1,0,0,0.0
influencer,0.0694,0,0,0,0.0
jkl,0.0109,0,0,0,0.0
social,0.2365,3,0,0,0.0
search,0.1002,9,0,0,0.0
influencer,0.0199,0,0,0,0.0
social,0.0398,7,0,6,311.0929
search,0.229,12,0,0,0.0
influencer,0.0388,1,0,0,0.0
jkl,0.0167,0,0,0,0.0
social,0.1373,15,0,0,0.0
search,1.0133,10,0,0,0.0
influencer,0.9997,5,0,0,0.0
jkl,0.3847,3,0,0,0.0
social,3.1367,26,0,8,243.5747
,0.0016,0,0,0,0.0
search,0.2577,9,0,0,0.0
influencer,0.3318,0,0,0,0.0
jkl,0.0064,0,0,0,0.0
social,0.5809,48,1,0,0.0
jkl,0.0045,0,0,0,0.0
search,1.0576,35,0,0,0.0
influencer,0.9635,7,0,0,0.0
jkl,0.088,6,0,0,0.0
social,2.1756,124,3,0,0.0
,0.0238,0,0,0,0.0
social,0.0002,0,0,0,0.0
social,0.0001,0,0,0,0.0
jkl,0.002,0,0,0,0.0
search,24.3583,176,4,19,2022.9199
influencer,22.0837,119,2,74,3983.5083
social,186.2871,1344,32,554,31136.8734
,0.002,0,0,0,0.0
search,0.0774,0,0,0,0.0
influencer,0.0051,0,0,0,0.0
social,0.485,6,0,0,0.0
search,1.4223,14,0,1,31.577
influencer,0.5889,11,0,0,0.0
social,11.1096,147,3,13,857.0906
search,40.2945,218,5,42,3288.2116
influencer,340.9117,9161,206,2447,116329.6106
jkl,18.5587,328,8,165,9836.9458
social,327.7002,1300,29,686,26342.6067
search,0.1016,1,0,0,0.0
influencer,0.6409,14,0,2,30.7767
jkl,0.0842,1,0,0,0.0
social,0.2857,1,0,0,0.0
search,2.8545,46,1,3,236.1264
influencer,16.0827,536,12,84,3898.4225
jkl,1.4137,28,0,5,198.6473
social,13.473,78,1,5,342.254
jkl,0.0015,0,0,0,0.0
search,38.2527,175,4,91,5139.3192
influencer,33.7212,825,20,262,13331.4914
jkl,2.8479,20,0,8,281.1203
social,279.2661,1653,45,785,43523.2003
search,0.0925,0,0,0,0.0
influencer,0.0541,0,0,0,0.0
jkl,0.016,0,0,0,0.0
social,0.5388,8,0,0,0.0
search,2.507,18,0,1,35.773
influencer,1.1555,71,1,5,30.9504
jkl,0.2283,1,0,0,0.0
social,14.8092,161,3,17,1877.0119
search,0.2773,2,0,7,111.9227
influencer,0.1551,0,0,0,0.0
jkl,0.0087,0,0,0,0.0
social,1.3803,3,0,8,604.4723
search,0.0029,0,0,0,0.0
influencer,0.0004,0,0,0,0.0
social,0.0008,0,0,0,0.0
search,0.0224,0,0,0,0.0
influencer,0.0056,0,0,0,0.0
social,0.0679,1,0,0,0.0
social,118.5126,658,16,361,19591.95
social,0.1366,4,0,1,16.5189
social,4.7228,48,1,3,689.5765
search,9.0061,42,0,9,140.4789
influencer,12.8249,149,4,64,3456.6028
jkl,0.3121,8,0,0,0.0
social,28.0911,114,2,52,2725.3668
search,0.0176,3,0,0,0.0
influencer,0.0159,0,0,0,0.0
jkl,0.0011,0,0,0,0.0
social,0.0216,0,0,0,0.0
search,0.4878,4,0,2,55.8259
influencer,0.4468,1,0,0,0.0
jkl,0.0154,1,0,0,0.0
social,1.1529,12,0,2,116.418
jkl,0.019,0,0,0,0.0
search,72.0354,348,9,115,6712.8781
influencer,250.2786,2512,65,950,42486.7455
jkl,9.4116,151,3,42,2617.2918
social,295.0607,1395,31,591,31944.9407
,0.0456,0,0,0,0.0
search,0.2075,3,0,0,0.0
influencer,0.2058,2,0,0,0.0
jkl,0.0533,0,0,0,0.0
social,0.4706,9,0,3,46.2395
search,4.3311,27,0,2,40.68
influencer,8.5529,120,3,10,334.6959
jkl,0.8391,21,0,4,522.4621
social,14.7639,169,4,39,1408.1703
,0.0032,0,0,0,0.0
social,0.0479,0,0,0,0.0
social,0.0023,0,0,0,0.0
search,0.2744,15,0,0,0.0
influencer,0.1164,0,0,0,0.0
social,2.17,145,3,2,154.7038
search,3.0319,240,6,1,123.8217
influencer,2.495,42,0,3,112.681
social,23.7295,2055,47,36,2556.8341
search,0.5985,66,1,2,264.5844
influencer,8.4985,298,6,10,516.4927
jkl,0.3582,25,0,0,0.0
social,0.9502,61,1,2,64.9791
search,6.6785,811,20,2,210.1683
influencer,92.1346,5824,159,126,10034.4627
jkl,4.3129,264,6,4,207.39
social,20.3441,820,21,13,1144.8704
jkl,0.002,1,0,0,0.0
search,0.5032,61,1,0,0.0
influencer,0.8349,59,1,0,0.0
jkl,0.0253,2,0,0,0.0
social,2.5016,154,4,1,14.4864
jkl,0.0012,0,0,0,0.0
search,6.0157,336,7,5,99.841
influencer,6.8919,970,24,13,1563.2272
jkl,0.3765,8,0,0,0.0
social,29.3382,1774,44,34,3866.5396
search,0.0037,1,0,0,0.0
influencer,0.0004,0,0,0,0.0
social,0.0067,0,0,0,0.0
search,0.0671,4,0,1,84.8154
influencer,0.0288,0,0,0,0.0
jkl,0.0013,0,0,0,0.0
social,0.0889,9,0,0,0.0
social,1.2807,150,3,5,55.4584
social,14.3496,1159,30,23,2150.4906
search,0.1033,4,0,0,0.0
influencer,0.1049,3,0,0,0.0
jkl,0.008,5,0,0,0.0
social,0.144,8,0,0,0.0
search,1.0511,58,1,1,36.3552
influencer,1.9134,62,1,1,57.2698
jkl,0.1401,18,0,0,0.0
social,1.9841,134,3,3,169.4345
search,0.9321,73,1,0,0.0
influencer,1.8808,33,0,1,29.856
jkl,0.192,5,0,0,0.0
social,1.5977,167,4,1,2.0309
,0.0008,0,0,0,0.0
jkl,0.0015,0,0,0,0.0
search,10.7419,637,15,11,2332.1515
influencer,38.5261,1109,28,32,1157.5745
jkl,2.3534,116,3,1,32.3565
social,24.679,1948,50,19,2102.7508
,0.0048,0,0,0,0.0
social,0.0,0,0,0,0.0
social,0.0023,0,0,0,0.0
search,0.3733,3,0,0,0.0
influencer,0.0224,0,0,0,0.0
social,4.1923,37,0,2,112.5997
search,0.3452,15,0,0,0.0
influencer,0.0491,0,0,0,0.0
social,1.636,88,2,0,0.0
search,0.8123,47,1,0,0.0
influencer,0.0501,4,0,0,0.0
social,5.8064,268,6,2,123.5217
,0.0013,0,0,0,0.0
search,1.0681,15,0,1,13.6078
influencer,4.9837,57,1,5,389.1829
jkl,1.1283,4,0,0,0.0
social,3.818,36,0,1,164.2553
search,0.42,26,0,0,0.0
influencer,1.8051,20,0,0,0.0
jkl,0.0601,2,0,0,0.0
social,0.4375,5,0,0,0.0
search,1.34,76,2,0,0.0
influencer,5.2236,113,2,1,248.883
jkl,0.393,25,0,2,154.1409
social,1.7851,88,2,2,183.875
search,0.9509,15,0,0,0.0
influencer,0.4171,10,0,1,38.129
jkl,0.095,0,0,0,0.0
social,6.778,93,2,6,581.9566
jkl,0.0017,0,0,0,0.0
search,0.5601,72,1,0,0.0
influencer,0.266,4,0,0,0.0
jkl,0.0013,0,0,0,0.0
social,2.011,114,2,0,0.0
jkl,0.0008,0,0,0,0.0
search,1.4884,100,2,0,0.0
influencer,0.695,59,1,0,0.0
jkl,0.0109,0,0,0,0.0
social,6.3139,343,8,0,0.0
search,0.0159,0,0,0,0.0
influencer,0.0028,0,0,0,0.0
social,0.0107,0,0,0,0.0
search,0.0028,0,0,0,0.0
social,0.0018,0,0,0,0.0
search,0.0055,0,0,0,0.0
influencer,0.0024,0,0,0,0.0
social,0.0073,0,0,0,0.0
social,2.5006,28,0,2,419.0266
social,0.6575,50,1,0,0.0
social,2.4282,181,4,1,85.3687
search,0.1358,2,0,0,0.0
influencer,0.0655,0,0,0,0.0
jkl,0.0191,0,0,0,0.0
social,0.3507,5,0,0,0.0
search,0.1546,10,0,0,0.0
influencer,0.0184,0,0,0,0.0
jkl,0.0011,0,0,0,0.0
social,0.0751,4,0,0,0.0
search,0.3315,27,0,0,0.0
influencer,0.0463,0,0,0,0.0
jkl,0.0159,1,0,0,0.0
social,0.2264,15,0,0,0.0
jkl,0.003,0,0,0,0.0
search,1.2167,11,0,0,0.0
influencer,0.9794,8,0,0,0.0
jkl,0.4034,1,0,0,0.0
social,4.5331,33,0,9,540.2379
,0.0064,0,0,0,0.0
jkl,0.0015,0,0,0,0.0
search,0.4433,29,0,0,0.0
influencer,0.3238,6,0,0,0.0
jkl,0.0201,3,0,0,0.0
social,1.1289,83,1,0,0.0
,0.0024,0,0,0,0.0
search,1.5896,68,1,0,0.0
influencer,0.8828,16,0,0,0.0
jkl,0.1364,7,0,0,0.0
social,3.8506,219,5,5,226.1147
,0.0136,0,0,0,0.0
social,0.0007,1,0,0,0.0
jkl,0.0241,0,0,0,0.0
search,18.3972,98,2,34,1032.763
influencer,18.0404,86,2,36,3124.2012
social,144.1647,881,23,417,22010.1418
,0.0062,0,0,0,0.0
search,0.048,0,0,0,0.0
influencer,0.004,0,0,0,0.0
social,0.3196,6,0,0,0.0
search,0.7521,10,0,1,91.1633
influencer,0.5343,1,0,0,0.0
social,6.9842,135,3,14,920.3475
search,30.0735,166,3,35,2071.856
influencer,236.0569,5383,147,1895,89889.4591
jkl,13.168,208,4,82,4628.9157
social,197.476,698,17,333,18597.4586
search,0.0848,3,0,0,0.0
influencer,0.3336,4,0,0,0.0
jkl,0.0735,1,0,0,0.0
social,0.1784,5,0,0,0.0
search,1.4838,26,0,0,0.0
influencer,9.6925,289,7,44,2845.9435
jkl,0.9,17,0,4,233.6794
social,7.7819,53,1,2,119.6342
jkl,0.054,0,0,0,0.0
search,32.8349,157,3,90,4799.1753
influencer,34.6865,765,20,264,11544.6736
jkl,1.4239,7,0,4,433.6893
social,209.7177,1086,28,413,21749.3223
search,0.0865,0,0,0,0.0
influencer,0.0636,1,0,4,721.6304
jkl,0.0017,0,0,0,0.0
social,0.3649,8,0,3,231.6323
search,1.9161,16,0,1,23.8649
influencer,0.9769,46,1,8,649.8068
jkl,0.0813,0,0,0,0.0
social,11.2145,122,2,11,1116.5192
search,0.2893,2,0,0,0.0
influencer,0.1135,0,0,0,0.0
jkl,0.0066,0,0,0,0.0
social,0.9043,4,0,0,0.0
social,0.0184,0,0,0,0.0
search,0.0039,0,0,0,0.0
influencer,0.0068,0,0,0,0.0
social,0.0275,0,0,0,0.0
social,92.7635,531,12,237,16917.1318
social,0.113,0,0,0,0.0
social,3.5096,37,0,2,44.7938
search,7.3327,38,1,9,310.54
influencer,10.2297,83,1,22,1654.8666
jkl,0.1392,4,0,1,205.367
social,20.8053,95,2,55,3162.6248
search,0.0122,0,0,0,0.0
influencer,0.0062,0,0,0,0.0
jkl,0.0003,0,0,0,0.0
social,0.0168,0,0,0,0.0
search,0.4074,3,0,0,0.0
influencer,0.3618,3,0,5,94.7996
jkl,0.0058,0,0,0,0.0
social,0.678,12,0,3,11.3264
jkl,0.0276,0,0,0,0.0
search,57.2168,250,6,127,5261.9551
influencer,205.1961,1793,45,783,33009.6549
jkl,5.8731,108,2,107,3674.9391
social,218.0979,882,20,489,22803.6488
,0.0956,0,0,0,0.0
search,0.161,1,0,0,0.0
influencer,0.1395,1,0,1,486.3888
jkl,0.0251,0,0,0,0.0
social,0.2915,5,0,0,0.0
search,2.8548,28,0,1,18.6932
influencer,6.7286,56,1,11,295.1867
jkl,0.4529,6,0,0,0.0
social,10.4794,91,2,18,1529.7914
,0.0016,0,0,0,0.0
social,0.0086,0,0,0,0.0
search,0.2734,11,0,0,0.0
influencer,0.1291,1,0,0,0.0
social,2.204,194,5,0,0.0
jkl,0.0171,0,0,0,0.0
search,2.4829,193,4,1,66.2614
influencer,2.1205,58,1,0,0.0
social,24.1763,1984,49,17,875.7781
search,0.6012,25,0,0,0.0
influencer,6.3879,212,4,2,18.7471
jkl,0.2855,9,0,1,14.1276
social,0.9293,44,1,1,2.7343
search,6.1647,478,11,3,373.9059
influencer,64.4107,3689,97,111,8196.4943
jkl,3.5851,199,4,2,74.7596
social,14.8978,550,13,11,395.0729
search,0.6024,37,0,0,0.0
influencer,0.9958,63,1,1,78.2477
jkl,0.0073,0,0,0,0.0
social,2.1383,139,3,1,25.2386
jkl,0.013,1,0,0,0.0
search,6.1647,382,9,4,630.4456
influencer,8.0419,912,24,9,698.9507
jkl,0.1872,1,0,0,0.0
social,25.9813,1408,37,26,2804.4303
search,0.0029,0,0,0,0.0
influencer,0.0024,0,0,0,0.0
social,0.0115,0,0,0,0.0
search,0.0844,6,0,0,0.0
influencer,0.0234,0,0,0,0.0
jkl,0.0006,0,0,0,0.0
social,0.1008,2,0,0,0.0
social,1.4038,118,3,0,0.0
social,14.4274,1280,32,5,276.1658
search,0.1271,5,0,0,0.0
influencer,0.1118,0,0,0,0.0
jkl,0.0075,0,0,0,0.0
social,0.1517,6,0,0,0.0
search,1.1555,45,1,2,49.3998
influencer,1.9914,64,1,3,72.2815
jkl,0.09,7,0,0,0.0
social,2.1436,168,4,20,1290.4286
search,0.9885,39,1,0,0.0
influencer,1.934,21,0,3,29.1038
jkl,0.104,3,0,0,0.0
social,1.505,138,3,0,0.0
,0.0024,0,0,0,0.0
jkl,0.0021,0,0,0,0.0
search,9.9743,524,11,8,307.3885
influencer,32.8964,809,21,40,3426.8628
jkl,1.438,41,0,0,0.0
social,23.4714,1837,44,20,1936.4268
,0.0266,0,0,0,0.0
social,0.0,0,0,0,0.0
social,0.011,0,0,0,0.0
search,0.2742,1,0,0,0.0
influencer,0.0178,0,0,0,0.0
social,2.8807,23,0,4,598.5888
,0.0013,0,0,0,0.0
jkl,0.001,0,0,0,0.0
search,0.2287,9,0,0,0.0
influencer,0.0251,0,0,0,0.0
social,0.9789,47,1,0,0.0
search,0.5411,22,0,0,0.0
influencer,0.0272,0,0,0,0.0
social,3.4543,148,3,0,0.0
,0.002,0,0,0,0.0
search,0.7303,6,0,0,0.0
influencer,2.6935,24,0,3,148.3475
jkl,0.792,7,0,0,0.0
social,2.3185,18,0,0,0.0
search,0.2354,6,0,0,0.0
influencer,0.8628,10,0,0,0.0
jkl,0.0235,2,0,0,0.0
social,0.2351,12,0,0,0.0
search,0.815,26,0,0,0.0
influencer,2.5386,58,1,0,0.0
jkl,0.217,4,0,0,0.0
social,0.9506,27,0,1,37.5751
search,0.8084,13,0,1,17.6966
influencer,0.3615,10,0,0,0.0
jkl,0.0408,0,0,0,0.0
social,5.327,55,1,4,606.2789
search,0.4581,68,1,0,0.0
influencer,0.1915,6,0,0,0.0
jkl,0.0013,0,0,0,0.0
social,1.2638,78,1,0,0.0
jkl,0.002,0,0,0,0.0
search,1.1804,108,2,0,0.0
influencer,0.4776,32,0,1,181.6937
jkl,0.0116,0,0,0,0.0
social,4.1014,230,5,0,0.0
search,0.0083,0,0,0,0.0
influencer,0.0004,0,0,0,0.0
social,0.0084,0,0,0,0.0
search,0.0016,0,0,0,0.0
influencer,0.0004,0,0,0,0.0
social,0.0007,0,0,0,0.0
search,0.0058,0,0,0,0.0
influencer,0.0016,0,0,0,0.0
social,0.0039,3,0,0,0.0
social,1.8682,26,0,1,183.7274
social,0.4535,42,1,0,0.0
social,1.6529,119,3,0,0.0
search,0.1242,2,0,1,73.6687
influencer,0.0478,0,0,0,0.0
jkl,0.0092,0,0,0,0.0
social,0.2154,0,0,0,0.0
search,0.1156,9,0,0,0.0
influencer,0.0145,0,0,0,0.0
social,0.0502,1,0,0,0.0
search,0.2521,23,0,0,0.0
influencer,0.043,0,0,0,0.0
