User,Card,Year,Month,Day,Time,Amount,Use Chip,Merchant Name,Merchant City,Merchant State,Zip,MCC,Errors?,Is Fraud?
491,1,2015,11,3,13:24,0.55,Chip Transaction,8878665205966093747,Mount Pleasant,PA,15666.0,5411,,No
1156,2,2016,10,8,08:22,15.14,Swipe Transaction,97032797689821735,Santa Ana,CA,92703.0,5411,,No
1431,1,2011,10,1,14:18,-84.00,Swipe Transaction,1799189980464955940,Tacoma,WA,98466.0,5499,,No
1780,2,2007,4,23,16:00,227.01,Online Transaction,4241336128694185533,ONLINE,,,4814,,No
75,4,2013,6,25,13:18,26.29,Swipe Transaction,1799189980464955940,Birmingham,AL,35211.0,5499,,No
667,0,2013,3,31,10:12,5.30,Swipe Transaction,-4927381308738947637,Jasper,IN,47546.0,5812,,No
445,0,2011,8,14,10:28,72.22,Online Transaction,8528733969764750207,ONLINE,,,4899,,No
517,5,2016,5,9,12:48,-55.00,Swipe Transaction,2027553650310142703,Columbia,SC,29229.0,5541,,No
1834,1,2020,1,23,16:07,84.01,Online Transaction,4241336128694185533,ONLINE,,,4814,,No
517,0,2017,2,15,13:54,76.00,Swipe Transaction,2027553650310142703,Columbia,SC,29229.0,5541,,No
1155,0,2016,1,14,03:53,69.90,Chip Transaction,3189517333335617109,Tucson,AZ,85742.0,5311,,No
1268,0,2014,12,9,14:28,50.87,Swipe Transaction,-2395663312197454263,Los Angeles,CA,90028.0,4111,,No
1398,1,2012,8,9,07:33,30.66,Swipe Transaction,6181510752141427450,Danville,IL,61832.0,7538,,No
1726,2,2016,6,18,13:16,7.54,Chip Transaction,4751695835751691036,Parkville,MD,21234.0,5814,,No
1019,4,2007,1,9,08:56,10.51,Swipe Transaction,4722913068560264812,Muskogee,OK,74403.0,5411,,No
1731,2,2009,6,1,03:05,16.89,Online Transaction,-521141999023077663,ONLINE,,,5815,,No
725,1,2007,9,23,11:45,14.37,Swipe Transaction,3103929233420956887,Fullerton,CA,92831.0,5411,,No
96,0,2016,7,15,23:18,55.76,Online Transaction,-2088492411650162548,ONLINE,,,4784,,No
38,0,2019,7,24,14:31,15.24,Chip Transaction,-5162038175624867091,Seaside,CA,93955.0,5541,,No
1856,1,2014,5,10,10:00,21.69,Swipe Transaction,-5475680618560174533,Cincinnati,OH,45243.0,5942,,No
1310,2,2013,4,13,07:50,5.02,Swipe Transaction,3905967182277793437,Oakdale,LA,71463.0,5411,,No
8,4,2015,4,7,12:30,7.01,Chip Transaction,3639123430068731390,Telford,PA,18969.0,5814,,No
936,0,2011,2,15,08:35,16.39,Swipe Transaction,7614543455472114427,Albuquerque,NM,87105.0,5912,,No
201,1,2008,7,11,08:31,-76.00,Swipe Transaction,1799189980464955940,Fort Worth,TX,76107.0,5499,,No
1546,4,2000,3,10,09:33,5.14,Swipe Transaction,6063085604115479353,Mira Loma,CA,91752.0,5921,,No
1211,5,2009,5,3,22:54,-262.00,Swipe Transaction,-6161792371494728879,San Diego,CA,92130.0,3389,,No
1084,0,2011,7,1,20:32,104.01,Swipe Transaction,-2198599618758668991,Littleton,CO,80122.0,5912,,No
1985,0,2006,10,4,12:12,12.84,Swipe Transaction,6042526206085641250,Southaven,MS,38671.0,5912,,No
1539,2,2009,12,30,22:00,13.25,Swipe Transaction,2155122774939396653,Everett,PA,15537.0,7542,,No
1531,0,2005,12,30,10:47,58.21,Swipe Transaction,8405270971821463343,Sullivan,MO,63080.0,7538,,No
776,0,2003,2,20,08:29,65.00,Swipe Transaction,1799189980464955940,Milwaukee,WI,53224.0,5499,,No
1290,1,2013,9,4,00:27,35.55,Swipe Transaction,-3830018261545631011,Jacksonville,FL,32222.0,5812,,No
595,4,2007,12,11,07:40,11.13,Swipe Transaction,-5475680618560174533,Miami,FL,33193.0,5942,,No
1514,3,2011,8,5,14:42,-66.00,Swipe Transaction,-4334232547381218591,High Point,NC,27265.0,5541,Insufficient Balance,No
1159,2,2005,3,13,10:57,8.52,Swipe Transaction,-5162038175624867091,Minneapolis,MN,55419.0,5541,,No
521,1,2014,3,29,13:40,138.38,Swipe Transaction,-1887581614568949051,Garden Grove,CA,92840.0,5300,,No
1927,2,2016,6,7,10:34,4.37,Chip Transaction,668376076392670225,Artesian,SD,57314.0,5411,,No
1080,0,2011,12,19,07:52,128.80,Swipe Transaction,2027553650310142703,Merritt Island,FL,32952.0,5541,,No
789,1,2007,8,11,10:26,9.79,Swipe Transaction,2027553650310142703,Miami,FL,33186.0,5541,,No
1581,1,2012,7,23,12:19,8.37,Swipe Transaction,1139640404793641563,Cleveland,OH,44104.0,5541,,No
465,0,2008,12,8,10:38,7.33,Swipe Transaction,112925206871091074,Thomson,GA,30824.0,5541,,No
606,2,2015,5,8,12:59,-50.00,Chip Transaction,1799189980464955940,Philadelphia,PA,19132.0,5499,,No
1095,0,2015,6,21,13:03,26.31,Chip Transaction,-8591713577749886833,Mokelumne Hill,CA,95245.0,4121,,No
319,3,2003,1,4,06:33,101.60,Swipe Transaction,-1288082279022882052,San Francisco,CA,94131.0,5499,,No
1121,0,2006,3,17,19:31,50.01,Swipe Transaction,-6338171950488481339,Holland,MI,49423.0,5912,,No
1668,1,2012,9,21,16:19,55.36,Swipe Transaction,-2472481739355111587,North Wales,PA,19454.0,7538,,No
1249,2,2017,5,5,15:02,9.73,Chip Transaction,5817218446178736267,Onawa,IA,51040.0,5912,,No
1440,0,2005,11,1,14:58,110.54,Swipe Transaction,-2470827680456040648,Orange,NJ,7050.0,5411,,No
228,2,2009,8,15,08:15,58.00,Swipe Transaction,1799189980464955940,Valley Stream,NY,11580.0,5499,,No
149,2,2012,8,29,09:33,4.92,Swipe Transaction,4751695835751691036,Chagrin Falls,OH,44023.0,5814,,No
262,2,2017,9,2,18:35,49.54,Swipe Transaction,4751695835751691036,San Rafael,CA,94901.0,5814,,No
1236,2,2014,11,22,18:05,238.38,Swipe Transaction,-1908131910424232363,Lincoln Park,MI,48146.0,3771,,No
692,1,2011,4,7,09:11,18.50,Swipe Transaction,3189517333335617109,Far Rockaway,NY,11693.0,5311,,No
533,0,2019,12,24,15:24,22.72,Online Transaction,-6160036380778658394,ONLINE,,,4121,,No
613,2,2018,3,27,17:47,132.77,Chip Transaction,-3693650930986299431,Dexter,NY,13634.0,4814,,No
1369,0,2017,7,26,14:42,5.41,Chip Transaction,-5475680618560174533,Little Elm,TX,75068.0,5942,,No
805,2,2009,7,24,07:14,-100.00,Swipe Transaction,112925206871091074,Philadelphia,PA,19146.0,5541,,No
1462,1,2007,12,26,08:08,37.05,Swipe Transaction,1799189980464955940,Anaheim,CA,92805.0,5499,,No
47,0,2014,4,11,08:53,19.34,Online Transaction,-6160036380778658394,ONLINE,,,4121,,No
1691,2,2019,5,23,14:29,132.91,Chip Transaction,-5162038175624867091,Bronx,NY,10463.0,5541,,No
210,2,2004,8,11,16:32,42.70,Swipe Transaction,-4693979874497918566,Arnold,MD,21012.0,7538,,No
1791,0,2007,12,5,09:48,2.47,Swipe Transaction,97032797689821735,Hamilton,IN,46742.0,5411,,No
1294,1,2010,11,4,14:57,15.76,Swipe Transaction,3189517333335617109,Bangor,PA,18013.0,5311,,No
489,0,2015,1,20,00:51,6.33,Chip Transaction,-6761066196029841443,Atlanta,GA,30329.0,5310,,No
1163,0,2016,1,13,21:46,67.37,Swipe Transaction,-3628626364642053856,Gonzales,LA,70737.0,5812,,No
291,0,2012,10,13,13:14,10.16,Swipe Transaction,-8907226801122656501,Waterford,MI,48329.0,5812,,No
808,2,2018,11,8,09:18,69.00,Chip Transaction,-1288082279022882052,Eagle Mountain,UT,84005.0,5499,,No
1731,2,2005,12,28,13:29,8.58,Swipe Transaction,9201800814072503754,Katy,TX,77450.0,5655,,No
1579,2,2012,7,16,13:37,8.17,Swipe Transaction,-5467922351692495955,Bismarck,ND,58504.0,5912,,No
528,1,2017,1,21,14:18,-85.00,Chip Transaction,2027553650310142703,Charlotte,NC,28212.0,5541,,No
880,2,2017,6,30,11:05,9.98,Chip Transaction,9124246485387719391,Ward Cove,AK,99928.0,5411,,No
128,1,2018,3,21,15:43,44.53,Chip Transaction,6759623715801000040,Toomsuba,MS,39364.0,5311,,No
1870,0,2003,11,16,06:47,19.62,Swipe Transaction,-340357964400609275,Piedmont,CA,94620.0,4121,,No
1761,2,2013,9,3,14:57,74.54,Swipe Transaction,1913477460590765860,Vero Beach,FL,32962.0,5300,,No
4,0,2000,4,3,09:43,108.13,Swipe Transaction,-3220758452254689706,Oakland,CA,94611.0,5311,,No
368,2,2019,12,30,06:23,11.58,Chip Transaction,4751695835751691036,Severn,MD,21144.0,5814,,No
1738,4,2010,1,22,09:46,3.69,Swipe Transaction,-5475680618560174533,Burbank,CA,91502.0,5942,,No
361,1,2018,9,6,11:23,73.00,Chip Transaction,1799189980464955940,Traverse City,MI,49684.0,5499,,No
1895,2,2009,7,25,11:51,68.44,Swipe Transaction,1799189980464955940,Marion,IA,52302.0,5499,,No
1775,1,2009,3,8,13:53,52.52,Swipe Transaction,-2917267394248886681,Arcadia,CA,91007.0,7802,,No
874,1,2019,3,24,17:37,289.30,Online Transaction,4645744106416199425,ONLINE,,,7996,,No
440,2,2005,2,7,07:37,11.13,Swipe Transaction,-4752064311331295725,Germantown,TN,38139.0,4214,,No
1576,4,2005,9,19,14:34,8.52,Swipe Transaction,97032797689821735,Corona,NY,11368.0,5411,,No
1104,0,2014,3,14,16:45,79.00,Swipe Transaction,-5162038175624867091,Hickman,NE,68372.0,5541,,No
172,0,2016,12,19,20:23,57.03,Chip Transaction,-4500542936415012428,Acworth,GA,30101.0,5814,,No
1759,1,2014,10,26,17:52,8.06,Swipe Transaction,-5162038175624867091,Vance,AL,35490.0,5541,,No
1243,0,2019,8,12,18:02,1.40,Swipe Transaction,-6571010470072147219,Los Angeles,CA,90062.0,5499,,No
1946,1,2013,8,24,07:26,4.73,Swipe Transaction,2027553650310142703,Fresno,CA,93726.0,5541,,No
243,2,2017,4,5,09:52,3.41,Chip Transaction,5439543441580637302,Santo Domingo,Dominican Republic,,5411,,No
1684,0,2017,9,21,15:32,60.00,Chip Transaction,-4282466774399734331,Columbia,TN,38401.0,4829,,No
1009,2,2016,12,15,16:21,23.43,Swipe Transaction,4675634214539440570,Saint Paul,MN,55116.0,5310,,No
1996,3,2010,1,16,11:33,11.94,Swipe Transaction,6135208568923449408,Independence,KY,41051.0,9402,,No
1691,0,2019,9,5,09:38,60.00,Chip Transaction,-4282466774399734331,Bronx,NY,10473.0,4829,,No
540,0,2003,3,3,09:14,5.60,Swipe Transaction,97032797689821735,Worcester,MA,1602.0,5411,,No
1778,1,2008,8,12,18:05,1.61,Swipe Transaction,-6571010470072147219,Barnhart,MO,63012.0,5499,,No
890,2,2016,4,16,06:54,40.00,Swipe Transaction,-4282466774399734331,Wilkes Barre,PA,18706.0,4829,,No
349,0,2013,2,12,22:43,11.06,Swipe Transaction,-2135632106341010695,New York,NY,10029.0,5921,,No
889,2,2012,10,15,18:31,57.63,Swipe Transaction,4143799215014085277,Grand Prairie,TX,75050.0,5812,,No
1668,1,2013,7,21,13:14,17.30,Swipe Transaction,2027553650310142703,Phoenixville,PA,19460.0,5541,,No
1371,1,2008,7,28,01:44,453.00,Swipe Transaction,483490033258680568,Stevenson Ranch,CA,91381.0,3504,,No
1974,1,2005,6,26,15:56,66.38,Swipe Transaction,1982648515817143524,Gregory,TX,78359.0,7230,,No
1558,4,2010,9,13,08:16,2.78,Swipe Transaction,1799189980464955940,Grenada,MS,38902.0,5499,,No
1784,0,2020,1,13,12:48,13.75,Chip Transaction,-4334232547381218591,Brooksville,FL,34601.0,5541,,No
896,3,2004,7,23,11:46,6.53,Swipe Transaction,1800443480173847714,Louisville,OH,44641.0,5812,,No
1415,3,2008,7,9,14:23,20.12,Swipe Transaction,-8954877254855110721,Lake Forest,CA,92630.0,7542,,No
657,1,2014,4,22,17:41,-82.00,Swipe Transaction,-1288082279022882052,Fayetteville,NC,28312.0,5499,,No
797,0,2008,11,19,10:47,39.84,Swipe Transaction,3952145593743244256,Winder,GA,30680.0,7538,,No
52,1,2017,1,14,16:36,36.56,Online Transaction,-2088492411650162548,ONLINE,,,4784,,No
1910,0,2012,10,10,11:17,2.18,Swipe Transaction,-6571010470072147219,Lincoln Park,MI,48146.0,5499,,No
767,0,2009,10,3,17:53,28.62,Online Transaction,-6160036380778658394,ONLINE,,,4121,,No
1904,1,2002,7,3,11:26,5.93,Swipe Transaction,4722913068560264812,Elk Grove,CA,95624.0,5411,,No
1091,1,2017,3,30,16:45,24.00,Chip Transaction,-5904116920141006298,Buffalo,NY,14217.0,5719,,No
1544,2,2011,10,17,13:57,9.89,Swipe Transaction,6135208568923449408,New York,NY,10025.0,9402,,No
1760,2,2014,10,1,07:14,62.00,Swipe Transaction,-1288082279022882052,York,NE,68467.0,5499,,No
638,0,2019,11,14,09:33,6.06,Swipe Transaction,4751695835751691036,Stanford,KY,40484.0,5814,,No
1187,0,2019,7,13,04:48,255.37,Chip Transaction,-3693650930986299431,Morrisville,PA,19067.0,4814,,No
472,5,2018,9,9,07:43,48.03,Chip Transaction,-2026820318516156785,Farmersville,IL,62533.0,5411,,No
1110,1,2016,2,25,07:34,2.98,Chip Transaction,8036882294946114731,Lubbock,TX,79414.0,5411,,No
1940,0,2014,12,16,13:47,43.99,Online Transaction,7132919534969217203,ONLINE,,,4784,,No
1978,0,2006,3,15,12:52,11.97,Swipe Transaction,4751695835751691036,Tunnel Hill,GA,30755.0,5814,,No
1249,3,2015,10,28,07:24,39.81,Online Transaction,-4241409341442030551,ONLINE,,,7349,,No
385,4,2011,8,23,18:59,29.22,Swipe Transaction,-7576255913595925260,Fort Gibson,OK,74434.0,5813,,No
699,0,2006,12,24,06:38,12.86,Swipe Transaction,-9067423430962087803,Saint Amant,LA,70774.0,5411,,No
805,2,2018,9,23,07:41,56.83,Swipe Transaction,1799189980464955940,Philadelphia,PA,19146.0,5499,,No
240,1,2011,4,12,12:12,16.62,Swipe Transaction,2027553650310142703,Sherman Oaks,CA,91403.0,5541,,No
658,4,2005,9,7,11:09,65.93,Swipe Transaction,97032797689821735,Mount Vernon,NY,10550.0,5411,,No
520,2,2017,2,25,12:46,24.86,Chip Transaction,7069584154815291371,Camas,WA,98607.0,5812,,No
1918,1,2004,9,4,14:49,86.00,Swipe Transaction,-5162038175624867091,Federal Way,WA,98023.0,5541,,No
1929,0,2015,11,23,11:57,4.78,Swipe Transaction,5205099864768539121,Auburn,NY,13021.0,5812,,No
1339,2,2010,3,19,08:12,9.91,Swipe Transaction,5371109433350998488,Richmond,VA,23226.0,5812,,No
1201,3,2013,8,30,11:36,442.49,Swipe Transaction,-3220758452254689706,Oxford,AL,36203.0,5311,,No
486,4,2001,3,6,18:31,80.00,Swipe Transaction,-4282466774399734331,San Jose,CA,95111.0,4829,,No
1753,3,2011,1,29,15:49,23.19,Swipe Transaction,-4500542936415012428,Wauconda,IL,60084.0,5814,,No
22,1,2016,5,23,07:01,0.58,Chip Transaction,-6571010470072147219,Cleveland,OH,44134.0,5499,,No
1421,0,2011,4,22,17:08,4.20,Swipe Transaction,1913477460590765860,Wichita,KS,67206.0,5300,,No
1201,0,2003,4,2,22:42,102.64,Swipe Transaction,3599394038597755353,Montgomery,AL,36106.0,5651,,No
1036,1,2014,3,10,12:42,558.00,Swipe Transaction,3480607814492742910,Bennett,CO,80102.0,7995,,No
1084,0,2014,7,14,20:33,92.56,Swipe Transaction,2027553650310142703,Littleton,CO,80122.0,5541,,No
1337,0,2016,8,14,23:27,201.00,Chip Transaction,1715299929786123066,Bronx,NY,10466.0,3722,,No
1131,0,2007,4,21,08:16,0.31,Swipe Transaction,-6571010470072147219,Crane,MO,65633.0,5499,,No
957,0,2018,6,13,12:57,32.02,Chip Transaction,-4804357274539345736,Richmond,VA,23235.0,5813,,No
1832,2,2017,2,22,07:35,49.23,Chip Transaction,3952145593743244256,Hot Springs National Park,AR,71913.0,7538,,No
497,0,2005,7,20,14:00,53.49,Swipe Transaction,-1662162349688630531,Belle Fourche,SD,57717.0,5541,,No
181,2,2013,6,13,11:00,40.00,Swipe Transaction,-4282466774399734331,Somerset,KY,42501.0,4829,,No
73,6,2013,1,20,07:12,26.27,Swipe Transaction,-7146670748125200898,Batavia,IL,60510.0,5970,,No
1366,0,2016,10,31,08:25,28.71,Chip Transaction,-85070450838390220,Rockville Centre,NY,11570.0,5541,,No
1401,1,2012,4,13,17:05,43.69,Online Transaction,5805127065224074672,ONLINE,,,7349,,No
474,0,2012,10,1,14:55,45.97,Swipe Transaction,222607606319422854,Houston,TX,77058.0,7230,,No
424,1,2005,8,31,08:06,10.77,Swipe Transaction,1913477460590765860,Atlanta,GA,30349.0,5300,,No
808,1,2007,9,4,05:15,1.15,Swipe Transaction,4722913068560264812,Eagle Mountain,UT,84005.0,5411,,No
1660,3,2014,9,27,17:57,17.07,Swipe Transaction,-2916542501422915698,Newton Falls,OH,44444.0,5719,,No
1415,2,2014,8,6,20:14,32.48,Swipe Transaction,-3265671264153192329,Huntington Beach,CA,92648.0,7832,,No
894,0,2011,8,2,13:29,30.62,Swipe Transaction,6661973303171003879,San Antonio,TX,78244.0,5211,,No
1570,0,2011,3,19,06:36,9.12,Swipe Transaction,-5162038175624867091,Chicago,IL,60620.0,5541,,No
865,0,2014,9,26,19:06,1.45,Swipe Transaction,-6571010470072147219,Lebanon,MO,65536.0,5499,,No
29,2,2016,2,3,02:35,2.91,Chip Transaction,-8254405722253003769,Whites Creek,TN,37189.0,5499,,No
269,1,2015,9,16,10:21,80.00,Chip Transaction,-4282466774399734331,Clovis,NM,88101.0,4829,,No
648,2,2019,6,21,12:18,88.61,Chip Transaction,-4226019005952814914,Charleston,WV,25312.0,5300,,No
1619,1,2020,1,9,11:58,38.02,Chip Transaction,3189517333335617109,Gilbert,AZ,85296.0,5311,,No
1768,1,2008,5,19,02:24,75.00,Swipe Transaction,1799189980464955940,Valdosta,GA,31601.0,5499,,No
1824,0,2006,4,1,15:43,-69.00,Swipe Transaction,-1288082279022882052,Jacksonville,FL,32258.0,5499,,No
1958,0,2018,4,2,21:02,-86.00,Chip Transaction,112925206871091074,Middletown,NY,10940.0,5541,,No
1081,4,2015,11,30,09:23,24.36,Chip Transaction,4722913068560264812,Nashville,TN,37211.0,5411,,No
1505,0,2019,8,7,10:29,49.93,Online Transaction,-2088492411650162548,ONLINE,,,4784,,No
1802,1,2017,7,7,09:06,123.10,Chip Transaction,-3345936507911876459,Rosedale,NY,11422.0,7538,,No
1917,0,2015,11,20,09:32,21.83,Chip Transaction,6661973303171003879,Hobe Sound,FL,33455.0,5211,,No
1747,0,2011,10,1,22:25,21.72,Swipe Transaction,6042526206085641250,Dover,NH,3820.0,5912,,No
1850,0,2009,11,1,10:55,60.64,Swipe Transaction,838425044734233142,Naperville,IL,60567.0,4814,,No
795,0,2012,12,1,22:24,5.21,Swipe Transaction,5322444591413900772,Seattle,WA,98122.0,5411,,No
1764,0,2008,3,16,19:51,22.84,Online Transaction,-6160036380778658394,ONLINE,,,4121,,No
597,1,2004,1,8,15:21,245.00,Swipe Transaction,2824389192045131527,Dublin,GA,31021.0,7011,,No
1643,0,2018,9,13,11:00,44.56,Chip Transaction,1913477460590765860,Westminster,CO,80030.0,5300,,No
1468,5,2008,6,23,09:46,1.72,Swipe Transaction,6666504894937430109,Dearborn,MI,48124.0,5499,,No
209,0,2015,8,14,08:35,8.80,Chip Transaction,1704172588052121931,Tulsa,OK,74112.0,5812,,No
1945,2,2017,5,28,12:33,8.19,Swipe Transaction,97032797689821735,Hooksett,NH,3106.0,5411,,No
1372,0,2011,8,19,13:06,40.00,Swipe Transaction,3688754293110956196,Owego,NY,13827.0,5651,,No
319,1,2007,9,29,05:38,84.00,Swipe Transaction,-1288082279022882052,San Francisco,CA,94131.0,5499,,No
58,0,2012,1,11,16:15,146.48,Swipe Transaction,-245178307025547046,Houston,TX,77058.0,5311,,No
1844,0,2014,3,16,15:57,24.95,Swipe Transaction,-4317138273541964845,Grandview,MO,64030.0,5211,,No
1644,3,2010,10,24,09:31,29.22,Swipe Transaction,-5581123930363301609,Palm Bay,FL,32907.0,5311,,No
1727,2,2006,8,27,10:51,18.61,Swipe Transaction,1913477460590765860,Fuquay Varina,NC,27526.0,5300,,No
921,0,2013,9,18,11:39,8.22,Swipe Transaction,-4927381308738947637,Ankeny,IA,50021.0,5812,,No
1017,6,2014,8,20,16:06,39.08,Online Transaction,-6160036380778658394,ONLINE,,,4121,,No
472,6,2009,7,29,11:13,70.62,Swipe Transaction,-330325616728304259,Mitchell,IN,47446.0,7538,,No
207,2,2014,7,22,07:46,1.72,Swipe Transaction,-85070450838390220,Hendersonville,NC,28739.0,5541,,No
718,1,2007,1,5,14:51,39.76,Swipe Transaction,-654784481828786523,Prichard,WV,25555.0,5300,,No
1920,4,2014,10,29,17:29,10.76,Swipe Transaction,-5390540593589081863,Colfax,WI,54730.0,5411,,No
47,0,2015,6,29,07:24,28.87,Online Transaction,31551052261259716,ONLINE,,,4784,,No
824,3,2010,9,21,19:51,147.29,Online Transaction,3900920090343001383,ONLINE,,,6300,,No
1703,1,2018,2,12,15:26,36.22,Chip Transaction,-5467922351692495955,Decatur,IL,62521.0,5912,,No
678,5,2012,9,26,13:28,6.44,Swipe Transaction,-1482842212048206023,Banning,CA,92220.0,5812,,No
300,3,2011,8,15,07:18,83.00,Swipe Transaction,-4334232547381218591,Sedona,AZ,86351.0,5541,,No
176,3,2017,5,19,20:02,55.91,Swipe Transaction,7069584154815291371,Muskogee,OK,74403.0,5812,,No
1447,0,2008,9,10,14:09,15.74,Swipe Transaction,-245178307025547046,Providence,RI,2903.0,5311,,No
1834,2,2014,10,12,16:50,33.87,Swipe Transaction,-5475680618560174533,Selma,AL,36701.0,5942,,No
783,2,2014,2,2,18:32,33.69,Swipe Transaction,-7752052930945290216,Cedar Park,TX,78613.0,5812,,No
1307,2,2012,10,8,23:12,134.33,Swipe Transaction,-4184897818455474094,Cancun,Mexico,,7011,,No
490,5,2016,6,3,08:58,15.33,Chip Transaction,-8728593805289137538,Pompano Beach,FL,33060.0,5912,,No
1199,2,2008,10,19,07:09,2.76,Swipe Transaction,97032797689821735,Philadelphia,PA,19116.0,5411,,No
1343,3,2015,8,26,15:48,68.65,Online Transaction,-2088492411650162548,ONLINE,,,4784,,No
709,2,2011,1,3,11:44,8.78,Swipe Transaction,8919682822789039434,Wickliffe,OH,44092.0,5814,,No
1135,2,2015,10,19,15:13,62.73,Chip Transaction,97032797689821735,Jonesville,NC,28642.0,5411,,No
988,0,2014,2,26,14:20,48.72,Swipe Transaction,5670930355157209731,Capistrano Beach,CA,92624.0,5300,,No
1537,4,2012,11,16,13:38,36.22,Online Transaction,-2088492411650162548,ONLINE,,,4784,,No
1579,0,2018,1,5,00:22,77.00,Chip Transaction,-5162038175624867091,Bismarck,ND,58504.0,5541,,No
876,1,2018,7,4,15:19,120.00,Chip Transaction,-4282466774399734331,Bowling Green,KY,42103.0,4829,,No
1935,0,2015,10,25,22:36,38.07,Chip Transaction,-5624843686576836279,Kingstree,SC,29556.0,7832,,No
1510,0,2018,7,13,13:02,11.17,Chip Transaction,-5467922351692495955,Sapulpa,OK,74066.0,5912,,No
1757,1,2008,3,12,12:05,44.52,Swipe Transaction,6882551472640459815,Houston,TX,77056.0,5812,,No
283,0,2010,9,20,21:17,40.37,Swipe Transaction,-469181712955288597,Pompano Beach,FL,33076.0,5812,,No
368,2,2015,11,24,16:27,99.00,Chip Transaction,2027553650310142703,Severn,MD,21144.0,5541,,No
1635,0,2017,7,29,10:17,21.96,Chip Transaction,1521938472187165461,Camarillo,CA,93010.0,4121,,No
414,2,2013,6,24,07:55,9.91,Swipe Transaction,2027553650310142703,Sarasota,FL,34232.0,5541,,No
967,1,2012,8,1,13:08,-66.00,Swipe Transaction,1799189980464955940,Chino,CA,91710.0,5499,,No
98,3,2007,6,9,13:31,-53.00,Swipe Transaction,1799189980464955940,Hollywood,FL,33024.0,5499,,No
1181,2,2009,10,27,12:40,69.00,Swipe Transaction,4081535247279879452,Concrete,WA,98237.0,5541,,No
9,0,2016,1,29,12:26,12.54,Chip Transaction,-3370652395616407404,Abbeville,LA,70510.0,5411,,No
906,0,1999,2,9,13:33,35.16,Online Transaction,-2088492411650162548,ONLINE,,,4784,,No
1876,0,2018,4,1,15:00,14.25,Chip Transaction,6098563624419731578,Bronx,NY,10460.0,4214,,No
677,4,2017,7,2,12:24,180.00,Chip Transaction,-4282466774399734331,Caldwell,NJ,7006.0,4829,,No
943,1,2016,5,3,07:12,16.59,Online Transaction,1698045825511338540,ONLINE,,,7922,,No
100,4,2006,7,22,15:33,3.80,Swipe Transaction,5875548205053196317,Cape Coral,FL,33914.0,7538,,No
332,1,2016,3,14,12:05,62.11,Chip Transaction,-5475680618560174533,Farmington,MN,55024.0,5942,,No
368,2,2016,9,2,06:16,142.67,Chip Transaction,1913477460590765860,Severna Park,MD,21146.0,5300,,No
808,1,2010,10,25,13:21,80.00,Swipe Transaction,-5162038175624867091,Alpine,UT,84004.0,5541,,No
1608,0,2000,5,15,06:34,39.58,Swipe Transaction,645678132463999004,Prairie Village,KS,66208.0,4121,,No
124,0,2014,11,9,14:39,2.76,Swipe Transaction,-8613806663038616758,Fernwood,ID,83830.0,5921,,No
877,0,2017,10,9,08:40,60.00,Chip Transaction,-4282466774399734331,Moorhead,MN,56560.0,4829,,No
538,1,2016,1,23,06:51,64.15,Chip Transaction,-2472481739355111587,Palm Beach Gardens,FL,33410.0,7538,,No
1006,1,2013,10,3,05:37,135.85,Swipe Transaction,5474320255037684877,Pawling,NY,12564.0,5912,,No
815,0,2007,3,31,22:03,80.27,Swipe Transaction,-3570562127378991441,Buena Park,CA,90621.0,5300,,No
1031,0,2008,6,20,08:21,321.73,Swipe Transaction,-3286636454710763908,Walla Walla,WA,99362.0,8111,,No
851,1,2011,1,23,23:09,1.96,Swipe Transaction,97032797689821735,Palmdale,CA,93552.0,5411,,No
217,0,2009,3,7,18:14,0.90,Swipe Transaction,-6571010470072147219,Ann Arbor,MI,48103.0,5499,,No
582,2,2011,7,8,18:42,17.32,Swipe Transaction,1380995118189909337,Morris,IL,60450.0,5813,,No
242,0,2017,8,12,23:45,2.86,Chip Transaction,-4334232547381218591,Campbell,TX,75422.0,5541,,No
179,2,2009,1,4,21:17,6.96,Swipe Transaction,4839594832230204413,Bronx,NY,10458.0,5921,,No
1087,0,2009,5,2,12:16,37.63,Online Transaction,-5841929396161652653,ONLINE,,,4121,,No
1236,2,2010,7,18,07:43,85.00,Swipe Transaction,112925206871091074,Palm Coast,FL,32137.0,5541,,No
777,1,2014,6,17,11:49,74.00,Swipe Transaction,-1288082279022882052,San Francisco,CA,94131.0,5499,,No
175,0,2007,4,20,20:16,10.03,Swipe Transaction,-185059891244529720,Stearns,KY,42647.0,5812,,No
1101,5,2009,10,14,08:39,15.66,Online Transaction,-6160036380778658394,ONLINE,,,4121,,No
69,0,2012,4,30,09:57,87.91,Swipe Transaction,-5581123930363301609,Trenton,NJ,8610.0,5311,,No
266,3,2011,8,29,09:02,120.00,Swipe Transaction,-4282466774399734331,Issaquah,WA,98027.0,4829,,No
411,1,2017,2,2,11:38,12.92,Online Transaction,6455213054093379528,ONLINE,,,5815,,No
890,2,2018,1,18,06:38,3.11,Swipe Transaction,-2090416491059193537,Lynnwood,WA,98087.0,5411,,No
1074,0,2009,8,11,23:26,6.62,Swipe Transaction,4722913068560264812,Detroit,MI,48235.0,5411,,No
1989,0,2012,11,16,07:53,21.92,Online Transaction,736550520386002927,ONLINE,,,4900,,No
533,1,2019,2,18,12:44,11.02,Chip Transaction,-8405174653857818010,Austin,TX,78726.0,5812,,No
